block,iucr,primary_type,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,latitude,longitude
012XX S PLYMOUTH CT,0520,ASSAULT,False,False,131,1.0,2.0,33.0,04A,1176232.0,1894820.0,2017,41.866744918,-87.62850149399999
076XX S COTTAGE GROVE AVE,1330,CRIMINAL TRESPASS,True,False,624,6.0,6.0,69.0,26,1182886.0,1854560.0,2008,41.756115887,-87.605326291
067XX N WASHTENAW AVE,0460,BATTERY,False,False,2412,24.0,50.0,2.0,08B,1157107.0,1944548.0,2005,42.003611477,-87.697357279
024XX N HAMLIN AVE,031A,ROBBERY,False,False,2524,25.0,35.0,22.0,03,1150637.0,1916050.0,2004,41.925540423,-87.72190854700001
023XX W 18TH PL,0910,MOTOR VEHICLE THEFT,False,False,1234,12.0,25.0,31.0,07,1161142.0,1891025.0,2014,41.856657689,-87.684003855
007XX W 69TH ST,1811,NARCOTICS,True,False,732,7.0,6.0,68.0,18,1172406.0,1859115.0,2007,41.768852308,-87.64359920700001
057XX N WESTERN AVE,0820,THEFT,False,False,2011,20.0,40.0,2.0,06,1159291.0,1937944.0,2004,41.985445057,-87.689505055
049XX S DAMEN AVE,1320,CRIMINAL DAMAGE,True,False,931,9.0,16.0,61.0,14,1163855.0,1871939.0,2014,41.804226916,-87.674582898
019XX S STATE ST,1130,DECEPTIVE PRACTICE,False,False,131,1.0,3.0,33.0,11,1176628.0,1890954.0,2017,41.856127428,-87.62716448399999
002XX E 79TH ST,0326,ROBBERY,False,False,623,6.0,6.0,69.0,03,1179071.0,1852679.0,2002,41.75104195,-87.619364533
050XX N SHERIDAN RD,0820,THEFT,True,False,2024,20.0,46.0,3.0,06,1168724.0,1933685.0,2006,41.973558433,-87.654935349
031XX W 84TH PL,2851,PUBLIC PEACE VIOLATION,False,False,835,8.0,18.0,70.0,26,1157106.0,1848407.0,2005,41.739790869000004,-87.69997078799999
058XX S MICHIGAN AVE,0486,BATTERY,False,False,233,2.0,20.0,40.0,08B,1178152.0,1866426.0,2009,41.788786066,-87.622315729
006XX N DEARBORN ST,1152,DECEPTIVE PRACTICE,False,False,1832,18.0,42.0,8.0,11,1175823.0,1904627.0,2010,41.893665105,-87.629707795
045XX S CHAMPLAIN AVE,0620,BURGLARY,False,False,221,2.0,4.0,38.0,05,1181464.0,1875157.0,2012,41.812668867,-87.609902474
030XX N LINCOLN AVE,1310,CRIMINAL DAMAGE,False,False,1931,19.0,32.0,6.0,14,1166210.0,1920248.0,2011,41.936740992,-87.664565494
014XX W 71ST ST,1750,OFFENSE INVOLVING CHILDREN,False,False,734,7.0,17.0,67.0,20,1167718.0,1857657.0,2013,41.764953244000004,-87.660824904
015XX W MORSE AVE,0486,BATTERY,True,True,2431,24.0,49.0,1.0,08B,1164922.0,1946157.0,2006,42.007863713,-87.66856017100001
055XX S NARRAGANSETT AVE,0560,ASSAULT,False,True,811,8.0,23.0,56.0,08A,1134661.0,1867053.0,2018,41.791382974,-87.781769605
037XX S ELLIS AVE,1330,CRIMINAL TRESPASS,False,True,2122,2.0,4.0,36.0,26,1182180.0,1880546.0,2008,41.827440111,-87.607109139
064XX S LAFLIN ST,2820,OTHER OFFENSE,False,False,725,7.0,17.0,67.0,26,1167440.0,1862103.0,2009,41.777159603,-87.66171660100001
008XX W BELMONT AVE,0460,BATTERY,False,False,2332,19.0,44.0,6.0,08B,1170308.0,1921460.0,2011,41.93997806,-87.649469376
020XX N LINCOLN PARK WEST,1156,DECEPTIVE PRACTICE,False,False,1814,18.0,43.0,7.0,11,1173928.0,1913970.0,2019,41.919345195,-87.636388619
021XX E 87TH ST,0820,THEFT,False,False,412,4.0,8.0,45.0,06,1191768.0,1847705.0,2015,41.737094305,-87.57299817799999
044XX S DREXEL BLVD,0820,THEFT,False,False,221,2.0,4.0,39.0,06,1182939.0,1875758.0,2017,41.814283855999996,-87.604473524
065XX S EVANS AVE,051A,ASSAULT,True,False,321,3.0,20.0,42.0,04A,1182346.0,1861750.0,2013,41.775858487,-87.60708277399999
072XX S LOWE AVE,2024,NARCOTICS,True,False,732,7.0,17.0,68.0,18,1173401.0,1856813.0,2014,41.762513391,-87.640020049
071XX W GRAND AVE,0486,BATTERY,False,False,2512,25.0,36.0,18.0,08B,1128029.0,1915270.0,2014,41.923812319,-87.80500048100001
100XX S PRINCETON AVE,1310,CRIMINAL DAMAGE,True,False,511,5.0,9.0,49.0,14,1176063.0,1838194.0,2012,41.711361189,-87.630820506
060XX N KENMORE AVE,1320,CRIMINAL DAMAGE,False,False,2433,24.0,48.0,77.0,14,1168149.0,1940248.0,2016,41.991579945,-87.656859148
060XX S PULASKI RD,1305,CRIMINAL DAMAGE,True,False,813,8.0,13.0,65.0,14,1150744.0,1864033.0,2009,41.782797343,-87.72287423700001
051XX S NATOMA AVE,2825,OTHER OFFENSE,False,False,811,8.0,23.0,56.0,26,1132915.0,1869795.0,2011,41.798938082,-87.78810821399999
025XX W ARGYLE ST,0910,MOTOR VEHICLE THEFT,False,False,2031,20.0,47.0,4.0,07,1158549.0,1932994.0,2002,41.971877301,-87.692370311
022XX S SPAULDING AVE,0486,BATTERY,True,True,1024,10.0,22.0,30.0,08B,1154712.0,1888873.0,2010,41.850883366,-87.707663065
075XX S LANGLEY AVE,0320,ROBBERY,False,False,624,6.0,6.0,69.0,03,1182202.0,1855132.0,2016,41.757701370999996,-87.6078153
063XX S EBERHART AVE,0910,MOTOR VEHICLE THEFT,False,False,312,3.0,20.0,42.0,07,1180670.0,1863020.0,2007,41.779382166,-87.613187791
020XX W 22ND PL,0910,MOTOR VEHICLE THEFT,False,False,1034,10.0,25.0,31.0,07,1163139.0,1889071.0,2013,41.851254046,-87.67672863700001
002XX W ONTARIO ST,0890,THEFT,False,False,1831,18.0,42.0,8.0,06,1174477.0,1904439.0,2010,41.893179406,-87.634656764
034XX W ROOSEVELT RD,0560,ASSAULT,True,False,1133,11.0,24.0,29.0,08A,1153646.0,1894497.0,2004,41.866337511,-87.71142601700001
028XX W OGDEN AVE,0810,THEFT,False,False,1022,10.0,24.0,29.0,06,1157727.0,1892602.0,2007,41.861055329,-87.69649583799999
016XX W JUNEWAY TER,0560,ASSAULT,False,False,2422,24.0,49.0,1.0,08A,1163822.0,1951492.0,2007,42.022526416999995,-87.672455756
049XX W NORTH AVE,0820,THEFT,False,False,2533,25.0,37.0,25.0,06,1143000.0,1910178.0,2010,41.909573038000005,-87.750117639
081XX S COLES AVE,0620,BURGLARY,False,False,422,4.0,7.0,46.0,05,1198237.0,1851494.0,2011,41.747332328,-87.54917170899999
091XX S ADA ST,0910,MOTOR VEHICLE THEFT,False,False,2222,22.0,21.0,73.0,07,1168937.0,1844074.0,2018,41.727653376,-87.65674837799999
008XX N WALLER AVE,1365,CRIMINAL TRESPASS,True,True,1511,15.0,29.0,25.0,26,1138208.0,1904996.0,2011,41.895441064,-87.76784713200001
048XX W MADISON ST,0325,ROBBERY,False,False,1533,15.0,28.0,25.0,03,1144109.0,1899585.0,2013,41.880483870999996,-87.746309849
038XX W GRENSHAW ST,2024,NARCOTICS,True,False,1133,11.0,24.0,29.0,18,1150879.0,1894763.0,2003,41.867122003,-87.721577044
006XX N SPAULDING AVE,0420,BATTERY,False,False,1121,11.0,27.0,23.0,04B,1154261.0,1904122.0,2004,41.892737253,-87.708911204
033XX N CENTRAL AVE,0820,THEFT,False,False,1633,16.0,38.0,15.0,06,1138433.0,1921869.0,2002,41.94173841,-87.766611225
070XX S EGGLESTON AVE,2094,NARCOTICS,True,False,732,7.0,6.0,68.0,18,1174497.0,1858245.0,2004,41.766418656999996,-87.63596051
028XX W ROOSEVELT RD,2027,NARCOTICS,True,False,1022,10.0,24.0,29.0,18,1157403.0,1894579.0,2017,41.866487012,-87.69763144
080XX S DOBSON AVE,0890,THEFT,False,False,631,6.0,8.0,44.0,06,1184620.0,1851931.0,2010,41.748861204,-87.599053856
008XX N STATE ST,1210,DECEPTIVE PRACTICE,True,False,1832,18.0,42.0,8.0,11,1176223.0,1905805.0,2012,41.896888585999996,-87.628203192
062XX W SCHOOL ST,0486,BATTERY,False,True,1633,16.0,36.0,17.0,08B,1134141.0,1921282.0,2003,41.940204399,-87.78240024899999
030XX W 42ND ST,0460,BATTERY,False,False,912,9.0,14.0,58.0,08B,1156816.0,1876635.0,2002,41.817258499,-87.700271934
020XX N FREMONT ST,2027,NARCOTICS,True,False,1812,18.0,43.0,7.0,18,1169962.0,1913794.0,2003,41.918949762,-87.650965256
0000X W 109TH ST,1320,CRIMINAL DAMAGE,False,False,513,5.0,34.0,49.0,14,1177837.0,1832688.0,2011,41.696212053,-87.624489701
046XX N KENNETH AVE,2820,OTHER OFFENSE,False,False,1722,17.0,45.0,16.0,26,1145626.0,1930419.0,2004,41.965066784,-87.739956063
074XX S DORCHESTER AVE,0460,BATTERY,False,False,324,3.0,5.0,43.0,08B,1186830.0,1855934.0,2006,41.759793778,-87.590829108
011XX W GRANVILLE AVE,031A,ROBBERY,False,False,2433,24.0,48.0,77.0,03,1167543.0,1941332.0,2009,41.994567578,-87.65905678
047XX N ST LOUIS AVE,0810,THEFT,False,False,1723,17.0,33.0,14.0,06,1152197.0,1931255.0,2008,41.967233406999995,-87.71577376299999
052XX W ADAMS ST,1661,GAMBLING,True,False,1522,15.0,29.0,25.0,19,1141365.0,1898827.0,2012,41.878454885,-87.756404394
016XX W HURON ST,2031,NARCOTICS,False,False,1324,12.0,1.0,24.0,18,1165242.0,1904751.0,2008,41.894236904,-87.66856446
072XX N BELL AVE,1153,DECEPTIVE PRACTICE,False,False,2411,24.0,49.0,2.0,11,1160112.0,1947928.0,2014,42.012824511999995,-87.686207952
078XX S CONSTANCE AVE,0890,THEFT,False,False,414,4.0,8.0,43.0,06,1189894.0,1853450.0,2004,41.752904345,-87.579679496
046XX W DICKENS AVE,1154,DECEPTIVE PRACTICE,False,False,2522,25.0,31.0,19.0,11,1145034.0,1913555.0,2013,41.918801681,-87.742560059
065XX N SHERIDAN RD,5004,SEX OFFENSE,False,False,2432,24.0,49.0,1.0,17,1167061.0,1943967.0,2004,42.00180847,-87.66075365200001
043XX S WOOD ST,0910,MOTOR VEHICLE THEFT,False,False,914,9.0,12.0,61.0,07,1165073.0,1875957.0,2011,41.815227068,-87.67000209700001
014XX N HOMAN AVE,0486,BATTERY,False,True,1422,14.0,26.0,23.0,08B,1153425.0,1909583.0,2009,41.907739406,-87.71183622299999
063XX N NAGLE AVE,0810,THEFT,False,False,1611,16.0,41.0,10.0,06,1132627.0,1941632.0,2012,41.996073378,-87.78748829
042XX S PRINCETON AVE,0486,BATTERY,True,True,925,9.0,3.0,37.0,08B,1175000.0,1876652.0,2015,41.81691816,-87.63356767299999
007XX N CENTRAL PARK AVE,2024,NARCOTICS,True,False,1121,11.0,27.0,23.0,18,1152251.0,1904653.0,2010,41.894234272,-87.716279159
038XX W LEXINGTON ST,0820,THEFT,False,False,1133,11.0,24.0,26.0,06,1150869.0,1896422.0,2003,41.871674684,-87.721570351
037XX W 13TH ST,2024,NARCOTICS,True,False,1011,10.0,24.0,29.0,18,1151649.0,1893786.0,2006,41.86442591,-87.718775924
009XX N MICHIGAN AVE,1320,CRIMINAL DAMAGE,False,False,1833,18.0,42.0,8.0,14,1177306.0,1907137.0,2012,41.900519161999995,-87.624185113
017XX W FULLERTON AVE,0560,ASSAULT,True,False,1931,19.0,32.0,7.0,08A,1164397.0,1915995.0,2004,41.92510913,-87.671349165
005XX N PINE AVE,0460,BATTERY,False,False,1523,15.0,37.0,25.0,08B,1139432.0,1903217.0,2007,41.890537043,-87.76339500700001
009XX E 58TH ST,0486,BATTERY,True,True,2133,2.0,5.0,41.0,08B,1183305.0,1866746.0,2009,41.78954568,-87.60341173399999
028XX N LOWELL AVE,1310,CRIMINAL DAMAGE,False,False,2523,25.0,31.0,20.0,14,1146897.0,1918462.0,2009,41.932231531999996,-87.735589463
003XX E 43RD ST,0330,ROBBERY,False,False,213,2.0,3.0,38.0,03,1178965.0,1876568.0,2009,41.816598131999996,-87.619025726
001XX W 74TH ST,0910,MOTOR VEHICLE THEFT,False,False,731,7.0,6.0,69.0,07,1176542.0,1855921.0,2012,41.759995593,-87.62853466
038XX W MONTROSE AVE,2826,OTHER OFFENSE,False,False,1723,17.0,39.0,16.0,26,1149826.0,1928962.0,2012,41.960987819,-87.724551615
016XX E 50TH PL,2826,OTHER OFFENSE,False,True,2132,2.0,4.0,39.0,26,1187995.0,1871840.0,2008,41.803413430999996,-87.58605283700001
030XX W MADISON ST,1506,PROSTITUTION,True,False,1124,11.0,28.0,27.0,16,1156066.0,1899863.0,2007,41.881013911,-87.702397132
095XX S COTTAGE GROVE AVE,0313,ROBBERY,False,False,511,5.0,9.0,50.0,03,1183549.0,1841976.0,2003,41.721568583,-87.603287781
110XX S ASHLAND AVE,1360,CRIMINAL TRESPASS,True,True,2234,22.0,34.0,75.0,26,1167637.0,1831468.0,2016,41.693088458000005,-87.66187059299999
054XX S PRAIRIE AVE,1506,PROSTITUTION,True,False,232,2.0,3.0,40.0,16,1178966.0,1868989.0,2003,41.795800669,-87.61925304399999
038XX S LAKE PARK AVE,0890,THEFT,False,True,2122,2.0,4.0,36.0,06,1182896.0,1880013.0,2005,41.825960883,-87.60449886
051XX S PAULINA ST,2095,NARCOTICS,True,False,932,9.0,16.0,61.0,18,1165879.0,1870666.0,2010,41.800690846,-87.66719598899999
025XX S DR MARTIN LUTHER KING JR DR,1110,DECEPTIVE PRACTICE,False,False,2122,1.0,2.0,33.0,11,1179339.0,1887528.0,2006,41.846664648,-87.61731871799999
020XX S MICHIGAN AVE,0890,THEFT,False,False,134,1.0,2.0,33.0,06,1177528.0,1890620.0,2009,41.855190551,-87.623871195
001XX W 87TH ST,0810,THEFT,False,False,622,6.0,21.0,44.0,06,1176646.0,1847266.0,2012,41.736242888,-87.62841337299999
056XX S LOOMIS BLVD,0486,BATTERY,False,True,713,7.0,16.0,67.0,08B,1167961.0,1867254.0,2011,41.791283392,-87.659658671
105XX S NORMAL AVE,2820,OTHER OFFENSE,False,False,2233,22.0,34.0,49.0,26,1174820.0,1835106.0,2006,41.702915009,-87.635464302
001XX N STATE ST,0860,THEFT,True,False,111,1.0,42.0,32.0,06,1176352.0,1900927.0,2016,41.883500186999996,-87.627876698
017XX W 18TH PL,1752,OFFENSE INVOLVING CHILDREN,True,False,1223,12.0,25.0,31.0,20,1165275.0,1891123.0,2002,41.856839839,-87.66883076
024XX N HARDING AVE,2820,OTHER OFFENSE,False,True,2524,25.0,30.0,22.0,26,1149641.0,1915913.0,2009,41.925183913000005,-87.725571931
0000X W TERMINAL ST,0810,THEFT,False,False,1651,16.0,41.0,76.0,06,1100317.0,1935229.0,2012,41.979006297,-87.906463155
005XX E 51ST ST,0820,THEFT,False,False,223,2.0,4.0,38.0,06,1180910.0,1871322.0,2003,41.80215809,-87.612052585
054XX S UNION AVE,1811,NARCOTICS,True,False,934,9.0,3.0,61.0,18,1172564.0,1868579.0,2006,41.794819118,-87.642741449
032XX N MILWAUKEE AVE,0860,THEFT,True,False,1732,17.0,31.0,21.0,06,1149862.0,1921156.0,2003,41.939566852,-87.72462308799999
068XX N SHERIDAN RD,1310,CRIMINAL DAMAGE,False,False,2431,24.0,49.0,1.0,14,1166967.0,1945507.0,2006,42.006036283,-87.661054978
112XX S PERRY AVE,0560,ASSAULT,True,True,522,5.0,34.0,49.0,08A,1177506.0,1830609.0,2002,41.690514443000005,-87.62576414
004XX E 63RD ST,1360,CRIMINAL TRESPASS,True,False,313,3.0,20.0,42.0,26,1180416.0,1863340.0,2006,41.780266110999996,-87.614109162
006XX W KEMPER PL,0890,THEFT,False,False,1812,18.0,43.0,7.0,06,1171662.0,1915868.0,2005,41.924603628,-87.644658124
110XX S MICHIGAN AVE,0486,BATTERY,False,True,513,5.0,9.0,49.0,08B,1178792.0,1831627.0,2011,41.693278898,-87.62102523200001
011XX S FRANCISCO AVE,2014,NARCOTICS,True,False,1135,11.0,28.0,29.0,18,1157198.0,1894938.0,2008,41.867476308,-87.69837427
040XX N ASHLAND AVE,0460,BATTERY,False,False,1912,19.0,47.0,6.0,08B,1164933.0,1926883.0,2012,41.954975001,-87.66906964299999
065XX S CHAMPLAIN AVE,0530,ASSAULT,False,False,321,3.0,20.0,42.0,04A,1181694.0,1861701.0,2003,41.775739111,-87.60947443399999
025XX S SPAULDING AVE,4625,OTHER OFFENSE,True,False,1024,10.0,22.0,30.0,26,1154770.0,1886908.0,2016,41.845490016,-87.707502749
042XX S WESTERN BLVD,0610,BURGLARY,True,False,914,9.0,12.0,61.0,05,1161225.0,1876554.0,2009,41.816945951,-87.68410067399999
020XX N ASHLAND AVE,0810,THEFT,False,False,1432,14.0,32.0,22.0,06,1165328.0,1913443.0,2007,41.918086514,-87.668001006
079XX S WOODLAWN AVE,2826,OTHER OFFENSE,False,False,411,4.0,8.0,45.0,26,1185596.0,1852426.0,2018,41.750196622,-87.595461919
017XX N SAWYER AVE,0910,MOTOR VEHICLE THEFT,False,False,1422,14.0,26.0,23.0,07,1154312.0,1911466.0,2005,41.912888842,-87.708527456
005XX N RIDGEWAY AVE,0560,ASSAULT,False,True,1122,11.0,27.0,23.0,08A,1151293.0,1903265.0,2007,41.89044431,-87.71983407
079XX S COTTAGE GROVE AVE,1811,NARCOTICS,True,False,624,6.0,6.0,44.0,18,1182935.0,1852430.0,2009,41.750269806999995,-87.605212781
023XX W 25TH ST,1780,OFFENSE INVOLVING CHILDREN,False,True,1034,10.0,25.0,31.0,20,1161265.0,1887371.0,2017,41.846628184000004,-87.683653852
004XX N CLINTON ST,0486,BATTERY,False,True,1323,12.0,42.0,24.0,08B,1172581.0,1903247.0,2004,41.889950641,-87.64165529799999
059XX S DR MARTIN LUTHER KING JR DR,1310,CRIMINAL DAMAGE,False,False,232,2.0,20.0,40.0,14,1179941.0,1865623.0,2012,41.786541772,-87.615780726
094XX S DR MARTIN LUTHER KING JR DR,0460,BATTERY,False,False,633,6.0,6.0,49.0,08B,1180571.0,1842568.0,2003,41.723261888,-87.614177446
078XX S PEORIA ST,0486,BATTERY,False,True,621,6.0,17.0,71.0,08B,1171663.0,1852930.0,2006,41.751896209,-87.646503686
004XX N CLARK ST,1150,DECEPTIVE PRACTICE,False,False,1831,18.0,42.0,8.0,11,1175464.0,1903149.0,2017,41.889617465,-87.63107069200001
054XX W MADISON ST,0486,BATTERY,False,True,1522,15.0,29.0,25.0,08B,1139778.0,1899482.0,2018,41.880281416,-87.76221559999999
030XX W LEXINGTON ST,0486,BATTERY,False,True,1134,11.0,28.0,27.0,08B,1156153.0,1896544.0,2014,41.871904486,-87.70216729299999
021XX S CENTRAL PARK AVE,0620,BURGLARY,True,False,1014,10.0,24.0,29.0,05,1152703.0,1889439.0,2005,41.852476468,-87.715021601
028XX W IRVING PARK RD,502R,OTHER OFFENSE,True,False,1724,17.0,33.0,16.0,26,1156548.0,1926452.0,2005,41.953966518,-87.69990613700001
011XX W WILSON AVE,1811,NARCOTICS,True,False,2311,19.0,46.0,3.0,18,1167833.0,1930701.0,2012,41.965389556,-87.658298213
068XX S EUCLID AVE,0820,THEFT,False,False,332,3.0,5.0,43.0,06,1190386.0,1860107.0,2007,41.771159867,-87.57766223700001
016XX S ASHLAND AVE,1513,PROSTITUTION,True,False,1222,12.0,25.0,31.0,16,1165986.0,1892054.0,2006,41.859379458,-87.666194455
008XX N AVERS AVE,2024,NARCOTICS,True,False,1112,11.0,27.0,23.0,18,1150569.0,1905362.0,2006,41.896212869,-87.722438129
067XX S PARNELL AVE,0486,BATTERY,False,True,722,7.0,6.0,68.0,08B,1173731.0,1860240.0,2019,41.771910178,-87.638709117
022XX S KEDZIE AVE,4230,KIDNAPPING,False,False,1024,10.0,24.0,30.0,26,1155375.0,1888926.0,2004,41.851015522,-87.70522828200001
013XX W WAVELAND AVE,0820,THEFT,False,False,1923,19.0,44.0,6.0,06,1166805.0,1924691.0,2003,41.948920036,-87.662250967
118XX S EMERALD AVE,0281,CRIM SEXUAL ASSAULT,False,False,524,5.0,34.0,53.0,02,1173450.0,1826365.0,2010,41.678958701,-87.640738249
036XX S SEELEY AVE,0890,THEFT,False,False,913,9.0,11.0,59.0,06,1163288.0,1880437.0,2007,41.827558319,-87.676424134
016XX W 43RD ST,2820,OTHER OFFENSE,False,False,924,9.0,12.0,61.0,26,1166221.0,1876198.0,2018,41.815864003,-87.66578418
014XX N MILWAUKEE AVE,3731,INTERFERENCE WITH PUBLIC OFFICER,True,False,1424,14.0,1.0,24.0,24,1163461.0,1910034.0,2013,41.908771527,-87.67495660200001
076XX N BOSWORTH AVE,0910,MOTOR VEHICLE THEFT,False,False,2422,24.0,49.0,1.0,07,1164635.0,1950508.0,2010,42.019809042,-87.669491958
016XX S CALIFORNIA BLVD,0560,ASSAULT,False,False,1022,10.0,12.0,29.0,08A,1157956.0,1891768.0,2010,41.858762081,-87.695677962
044XX N RACINE AVE,1477,WEAPONS VIOLATION,False,False,1913,19.0,46.0,3.0,15,1167485.0,1929872.0,2017,41.963122266999996,-87.659601691
066XX S MAPLEWOOD AVE,0486,BATTERY,False,True,832,8.0,15.0,66.0,08B,1160515.0,1860611.0,2017,41.773210952,-87.68714475799999
099XX S ESCANABA AVE,2820,OTHER OFFENSE,False,True,431,4.0,10.0,51.0,26,1197105.0,1839560.0,2002,41.714612681,-87.553715668
042XX W AUGUSTA BLVD,0560,ASSAULT,False,False,1111,11.0,37.0,23.0,08A,1147943.0,1906331.0,2009,41.898922811,-87.732058055
011XX N MONITOR AVE,0890,THEFT,False,False,1511,15.0,29.0,25.0,06,1137152.0,1906935.0,2017,41.900780956,-87.771679007
065XX S KIMBARK AVE,0810,THEFT,False,False,321,3.0,20.0,42.0,06,1185761.0,1861970.0,2015,41.776382364,-87.59455692200001
028XX S CALIFORNIA BLVD,0486,BATTERY,False,True,1034,10.0,12.0,30.0,08B,1158390.0,1885127.0,2003,41.840529595,-87.694266302
002XX N KEYSTONE AVE,0499,BATTERY,False,False,1114,11.0,28.0,26.0,04B,1149364.0,1900767.0,2002,41.883627155999996,-87.726983152
021XX S ALBANY AVE,0460,BATTERY,True,False,1022,10.0,24.0,30.0,08B,1156022.0,1889442.0,2002,41.852418474000004,-87.702839737
033XX N HARDING AVE,0486,BATTERY,False,True,1732,17.0,30.0,21.0,08B,1149471.0,1921931.0,2018,41.941701126,-87.72603995899999
059XX S CAMPBELL AVE,1811,NARCOTICS,True,False,824,8.0,16.0,66.0,18,1160721.0,1865237.0,2004,41.785901088,-87.686262002
036XX S ARCHER AVE,0820,THEFT,True,False,913,9.0,11.0,59.0,06,1161614.0,1880357.0,2002,41.827373750999996,-87.682568055
002XX S LAVERGNE AVE,0486,BATTERY,False,True,1533,15.0,28.0,25.0,08B,1143291.0,1898743.0,2017,41.878188634000004,-87.74933454
067XX S WOLCOTT AVE,1811,NARCOTICS,True,False,726,7.0,15.0,67.0,18,1164850.0,1859940.0,2003,41.771279158,-87.671272567
017XX S WASHTENAW AVE,1305,CRIMINAL DAMAGE,False,False,1023,10.0,28.0,29.0,14,1158635.0,1891522.0,2010,41.858073166,-87.693192311
048XX S PAULINA ST,1320,CRIMINAL DAMAGE,False,True,931,9.0,20.0,61.0,14,1165828.0,1872556.0,2016,41.805878312,-87.667329315
031XX N HALSTED ST,2022,NARCOTICS,True,False,1933,19.0,44.0,6.0,18,1170370.0,1921239.0,2014,41.93937027,-87.649247989
053XX S PULASKI RD,0860,THEFT,False,False,815,8.0,23.0,62.0,06,1150608.0,1868922.0,2008,41.796216156999996,-87.723245665
045XX S DREXEL BLVD,0870,THEFT,False,False,2123,2.0,4.0,39.0,06,1182955.0,1875123.0,2007,41.812540995999996,-87.604434592
055XX N LINCOLN AVE,2820,OTHER OFFENSE,False,True,2011,20.0,40.0,4.0,26,1158188.0,1936762.0,2010,41.982224277,-87.69359428799999
048XX W WASHINGTON BLVD,0820,THEFT,False,False,1533,15.0,28.0,25.0,06,1144055.0,1900065.0,2004,41.881802063,-87.74649608200001
055XX S WESTERN AVE,0430,BATTERY,False,False,824,8.0,16.0,63.0,04B,1161312.0,1867868.0,2005,41.793108675,-87.684022245
103XX S RHODES AVE,0910,MOTOR VEHICLE THEFT,False,False,512,5.0,9.0,49.0,07,1181742.0,1836370.0,2015,41.70622687,-87.610078915
031XX S KOLIN AVE,0560,ASSAULT,False,False,1031,10.0,22.0,30.0,08A,1147888.0,1883520.0,2008,41.836327733000005,-87.732846148
008XX E 103RD ST,0281,CRIM SEXUAL ASSAULT,True,False,511,5.0,8.0,50.0,02,1183954.0,1836859.0,2012,41.707517481,-87.601963561
019XX N WOLCOTT AVE,0610,BURGLARY,False,False,1434,14.0,32.0,22.0,05,1163381.0,1912936.0,2012,41.916736499,-87.67516867799999
038XX W HURON ST,2027,NARCOTICS,True,False,1112,11.0,27.0,23.0,18,1150485.0,1904396.0,2006,41.893563707,-87.722771895
012XX N CLARK ST,0560,ASSAULT,True,False,1824,18.0,42.0,8.0,08A,1175308.0,1908713.0,2010,41.904888868,-87.631476426
017XX W DIVISION ST,031A,ROBBERY,False,False,1322,12.0,1.0,24.0,03,1164352.0,1908039.0,2012,41.903278294,-87.671740023
045XX W GRAND AVE,0820,THEFT,False,False,2533,25.0,31.0,23.0,06,1146049.0,1910761.0,2017,41.911115415,-87.73890195700001
002XX N LAMON AVE,1330,CRIMINAL TRESPASS,True,True,1532,15.0,28.0,25.0,26,1143669.0,1901172.0,2009,41.884847039,-87.747885752
008XX W 47TH ST,1811,NARCOTICS,True,False,921,9.0,11.0,61.0,18,1171584.0,1873689.0,2012,41.808863045,-87.646185289
019XX W MONTEREY AVE,1780,OFFENSE INVOLVING CHILDREN,False,True,2212,22.0,19.0,75.0,26,1165742.0,1830843.0,2011,41.691413679,-87.66882624600001
078XX S WOLCOTT AVE,0486,BATTERY,False,False,611,6.0,18.0,71.0,08B,1165053.0,1852666.0,2004,41.751314002,-87.670733822
112XX S EMERALD AVE,1150,DECEPTIVE PRACTICE,False,False,2233,22.0,34.0,49.0,11,1173323.0,1830301.0,2013,41.689762511,-87.64108735299999
037XX N PITTSBURGH AVE,0560,ASSAULT,True,False,1631,16.0,36.0,17.0,08A,1120403.0,1923722.0,2011,41.947131256999995,-87.83284075
100XX W OHARE ST,0890,THEFT,False,False,1651,16.0,41.0,76.0,06,1100658.0,1934241.0,2007,41.976290414,-87.905227221
006XX N CICERO AVE,2026,NARCOTICS,True,False,1111,11.0,28.0,25.0,18,1144237.0,1904018.0,2014,41.892646144000004,-87.745728378
084XX S SAGINAW AVE,1340,CRIMINAL DAMAGE,False,False,423,4.0,7.0,46.0,14,1195296.0,1849623.0,2009,41.742271198000005,-87.56000975
084XX S KENTON AVE,031A,ROBBERY,False,False,834,8.0,18.0,70.0,03,1147095.0,1848316.0,2016,41.739737478,-87.73665248
077XX S COLFAX AVE,0460,BATTERY,False,False,421,4.0,7.0,43.0,08B,1194864.0,1854159.0,2004,41.754728984,-87.561443469
080XX S VINCENNES AVE,0610,BURGLARY,False,False,621,6.0,17.0,44.0,05,1174851.0,1851648.0,2013,41.748307812,-87.634859297
047XX W ADAMS ST,2095,NARCOTICS,True,False,1113,11.0,28.0,25.0,18,1144757.0,1898705.0,2005,41.878056858,-87.743952618
003XX S STATE ST,1310,CRIMINAL DAMAGE,False,False,123,1.0,2.0,32.0,14,1176426.0,1898874.0,2008,41.877864969,-87.62766695399999
003XX W 58TH ST,041A,BATTERY,False,False,711,7.0,20.0,68.0,04B,1175061.0,1866419.0,2002,41.788836445,-87.633649478
051XX S ROCKWELL ST,0910,MOTOR VEHICLE THEFT,False,False,911,9.0,14.0,63.0,07,1159905.0,1870573.0,2010,41.800560598000004,-87.689107259
