scatter_name,x,y
HPIRank_AverageLifeExpectancy,60,82.7
HPIRank_AverageLifeExpectancy,11,75.3
HPIRank_AverageLifeExpectancy,58,83.2
HPIRank_AverageLifeExpectancy,114,68.6
HPIRank_AverageLifeExpectancy,83,60.3
HPIRank_AverageLifeExpectancy,31,69.7
HPIRank_AverageLifeExpectancy,121,73.6
HPIRank_AverageLifeExpectancy,100,78.8
HPIRank_AverageLifeExpectancy,125,48.9
HPIRank_AverageLifeExpectancy,96,60.2
HPIRank_AverageLifeExpectancy,107,72.8
HPIRank_AverageLifeExpectancy,139,81.1
HPIRank_AverageLifeExpectancy,90,75.1
HPIRank_AverageLifeExpectancy,98,60.1
HPIRank_AverageLifeExpectancy,46,74.4
HPIRank_AverageLifeExpectancy,53,80.2
HPIRank_AverageLifeExpectancy,117,62.6
HPIRank_AverageLifeExpectancy,63,74.0
HPIRank_AverageLifeExpectancy,2,76.4
HPIRank_AverageLifeExpectancy,136,68.6
HPIRank_AverageLifeExpectancy,78,75.8
HPIRank_AverageLifeExpectancy,33,73.4
HPIRank_AverageLifeExpectancy,88,54.3
HPIRank_AverageLifeExpectancy,81,65.5
HPIRank_AverageLifeExpectancy,103,64.0
HPIRank_AverageLifeExpectancy,42,68.8
HPIRank_AverageLifeExpectancy,18,81.2
HPIRank_AverageLifeExpectancy,38,81.4
HPIRank_AverageLifeExpectancy,7,74.3
HPIRank_AverageLifeExpectancy,122,60.0
HPIRank_AverageLifeExpectancy,95,52.1
HPIRank_AverageLifeExpectancy,12,81.3
HPIRank_AverageLifeExpectancy,106,76.3
HPIRank_AverageLifeExpectancy,36,65.7
HPIRank_AverageLifeExpectancy,22,72.6
HPIRank_AverageLifeExpectancy,6,77.2
HPIRank_AverageLifeExpectancy,91,72.6
HPIRank_AverageLifeExpectancy,21,74.1
HPIRank_AverageLifeExpectancy,20,67.9
HPIRank_AverageLifeExpectancy,62,76.9
HPIRank_AverageLifeExpectancy,79,80.3
HPIRank_AverageLifeExpectancy,115,61.0
HPIRank_AverageLifeExpectancy,55,74.3
HPIRank_AverageLifeExpectancy,116,69.5
HPIRank_AverageLifeExpectancy,111,63.1
HPIRank_AverageLifeExpectancy,101,65.4
HPIRank_AverageLifeExpectancy,52,74.5
HPIRank_AverageLifeExpectancy,133,49.8
HPIRank_AverageLifeExpectancy,59,75.9
HPIRank_AverageLifeExpectancy,82,80.0
HPIRank_AverageLifeExpectancy,128,56.3
HPIRank_AverageLifeExpectancy,80,81.3
HPIRank_AverageLifeExpectancy,15,82.2
HPIRank_AverageLifeExpectancy,28,74.6
HPIRank_AverageLifeExpectancy,75,70.8
HPIRank_AverageLifeExpectancy,132,48.9
HPIRank_AverageLifeExpectancy,61,81.8
HPIRank_AverageLifeExpectancy,24,82.6
HPIRank_AverageLifeExpectancy,113,70.4
HPIRank_AverageLifeExpectancy,25,69.0
HPIRank_AverageLifeExpectancy,97,63.5
HPIRank_AverageLifeExpectancy,9,74.1
HPIRank_AverageLifeExpectancy,138,58.6
HPIRank_AverageLifeExpectancy,130,70.1
HPIRank_AverageLifeExpectancy,71,74.6
HPIRank_AverageLifeExpectancy,68,74.7
HPIRank_AverageLifeExpectancy,134,65.3
HPIRank_AverageLifeExpectancy,112,57.1
HPIRank_AverageLifeExpectancy,70,70.3
HPIRank_AverageLifeExpectancy,34,80.4
HPIRank_AverageLifeExpectancy,108,78.8
HPIRank_AverageLifeExpectancy,14,76.9
HPIRank_AverageLifeExpectancy,51,68.2
HPIRank_AverageLifeExpectancy,4,71.3
HPIRank_AverageLifeExpectancy,29,73.9
HPIRank_AverageLifeExpectancy,5,75.5
HPIRank_AverageLifeExpectancy,94,63.3
HPIRank_AverageLifeExpectancy,77,58.4
HPIRank_AverageLifeExpectancy,99,53.7
HPIRank_AverageWellBeing,110,3.8
HPIRank_AverageWellBeing,13,5.5
HPIRank_AverageWellBeing,30,5.6
HPIRank_AverageWellBeing,19,6.5
HPIRank_AverageWellBeing,73,4.3
HPIRank_AverageWellBeing,105,7.2
HPIRank_AverageWellBeing,43,7.4
HPIRank_AverageWellBeing,8,4.7
HPIRank_AverageWellBeing,102,5.7
HPIRank_AverageWellBeing,87,6.9
HPIRank_AverageWellBeing,27,6.1
HPIRank_AverageWellBeing,137,3.2
HPIRank_AverageWellBeing,56,5.6
HPIRank_AverageWellBeing,92,6.0
HPIRank_AverageWellBeing,76,4.8
HPIRank_AverageWellBeing,126,4.8
HPIRank_AverageWellBeing,23,6.9
HPIRank_AverageWellBeing,109,4.2
HPIRank_AverageWellBeing,119,4.0
HPIRank_AverageWellBeing,131,3.4
HPIRank_AverageWellBeing,74,3.9
HPIRank_AverageWellBeing,124,4.2
HPIRank_AverageWellBeing,85,7.4
HPIRank_AverageWellBeing,140,4.0
HPIRank_AverageWellBeing,35,6.6
HPIRank_AverageWellBeing,72,5.1
HPIRank_AverageWellBeing,3,6.4
HPIRank_AverageWellBeing,93,4.0
HPIRank_AverageWellBeing,1,7.3
HPIRank_AverageWellBeing,135,3.8
HPIRank_AverageWellBeing,47,6.0
HPIRank_AverageWellBeing,41,6.2
HPIRank_AverageWellBeing,64,6.3
HPIRank_AverageWellBeing,32,7.5
HPIRank_AverageWellBeing,127,4.4
HPIRank_AverageWellBeing,45,4.8
HPIRank_AverageWellBeing,10,6.0
HPIRank_AverageWellBeing,86,4.2
HPIRank_AverageWellBeing,17,5.9
HPIRank_AverageWellBeing,118,5.4
HPIRank_AverageWellBeing,66,4.6
HPIRank_AverageWellBeing,37,7.4
HPIRank_AverageWellBeing,44,6.6
HPIRank_AverageWellBeing,120,4.0
HPIRank_AverageWellBeing,40,4.3
HPIRank_AverageWellBeing,49,6.7
HPIRank_AverageWellBeing,104,5.1
HPIRank_AverageWellBeing,89,5.1
HPIRank_AverageWellBeing,26,5.9
HPIRank_AverageWellBeing,129,3.7
HPIRank_AverageWellBeing,57,4.4
HPIRank_AverageWellBeing,65,4.6
HPIRank_AverageWellBeing,123,5.5
HPIRank_AverageWellBeing,69,4.7
HPIRank_AverageWellBeing,39,7.6
HPIRank_AverageWellBeing,50,4.6
HPIRank_AverageWellBeing,16,5.4
HPIRank_AverageWellBeing,84,4.6
HPIRank_AverageWellBeing,67,4.7
HPIRank_AverageWellBeing,48,7.0
HPIRank_AverageWellBeing,54,7.1
HPIRank_AverageWellBeing,60,5.8
HPIRank_AverageWellBeing,11,5.6
HPIRank_AverageWellBeing,58,6.0
HPIRank_AverageWellBeing,114,5.8
HPIRank_AverageWellBeing,83,4.5
HPIRank_AverageWellBeing,31,5.2
HPIRank_AverageWellBeing,121,5.1
HPIRank_AverageWellBeing,100,4.6
HPIRank_AverageWellBeing,125,4.9
HPIRank_AverageWellBeing,96,4.4
HPIRank_AverageWellBeing,107,5.8
HPIRank_AverageWellBeing,139,7.0
HPIRank_AverageWellBeing,90,4.6
HPIRank_AverageWellBeing,98,4.3
HPIRank_AverageWellBeing,46,5.9
HPIRank_AverageWellBeing,53,6.0
HPIRank_AverageWellBeing,117,4.7
HPIRank_AverageWellBeing,63,5.5
HPIRank_AverageWellBeing,2,7.3
HPIRank_AverageWellBeing,136,4.9
HPIRank_AverageWellBeing,78,5.2
HPIRank_AverageWellBeing,33,5.0
HPIRank_AverageWellBeing,88,5.0
HPIRank_AverageWellBeing,81,4.4
HPIRank_AverageWellBeing,103,4.7
HPIRank_AverageWellBeing,42,4.2
HPIRank_AverageWellBeing,18,7.5
HPIRank_AverageWellBeing,38,7.2
HPIRank_AverageWellBeing,7,5.4
HPIRank_AverageWellBeing,122,3.8
HPIRank_AverageWellBeing,95,5.5
HPIRank_AverageWellBeing,12,7.7
HPIRank_AverageWellBeing,106,6.9
HPIRank_AverageWellBeing,36,5.1
HPIRank_AverageWellBeing,22,4.6
HPIRank_AverageWellBeing,6,6.9
HPIRank_AverageWellBeing,91,5.8
HPIRank_AverageWellBeing,21,5.8
HPIRank_AverageWellBeing,20,5.0
HPIRank_AverageWellBeing,62,5.9
HPIRank_AverageWellBeing,79,5.0
HPIRank_AverageWellBeing,115,3.9
HPIRank_AverageWellBeing,55,5.2
HPIRank_AverageWellBeing,116,5.6
HPIRank_AverageWellBeing,111,3.3
HPIRank_AverageWellBeing,101,3.7
HPIRank_AverageWellBeing,52,5.2
HPIRank_AverageWellBeing,133,4.5
HPIRank_AverageWellBeing,59,5.9
HPIRank_AverageWellBeing,82,6.1
HPIRank_AverageWellBeing,128,5.1
HPIRank_AverageWellBeing,80,6.0
HPIRank_AverageWellBeing,15,6.3
HPIRank_AverageWellBeing,28,4.2
HPIRank_AverageWellBeing,75,6.3
HPIRank_AverageWellBeing,132,4.9
HPIRank_AverageWellBeing,61,7.6
HPIRank_AverageWellBeing,24,7.8
HPIRank_AverageWellBeing,113,3.2
HPIRank_AverageWellBeing,25,4.5
HPIRank_AverageWellBeing,97,4.0
HPIRank_AverageWellBeing,9,6.3
HPIRank_AverageWellBeing,138,2.9
HPIRank_AverageWellBeing,130,6.4
HPIRank_AverageWellBeing,71,4.5
HPIRank_AverageWellBeing,68,5.3
HPIRank_AverageWellBeing,134,5.5
HPIRank_AverageWellBeing,112,4.3
HPIRank_AverageWellBeing,70,5.0
HPIRank_AverageWellBeing,34,6.9
HPIRank_AverageWellBeing,108,7.0
HPIRank_AverageWellBeing,14,6.4
HPIRank_AverageWellBeing,51,6.0
HPIRank_AverageWellBeing,4,6.5
HPIRank_AverageWellBeing,29,7.1
HPIRank_AverageWellBeing,5,5.5
HPIRank_AverageWellBeing,94,4.1
HPIRank_AverageWellBeing,77,5.0
HPIRank_AverageWellBeing,99,5.0
HPIRank_HappyLifeYears,110,12.4
HPIRank_HappyLifeYears,13,34.4
HPIRank_HappyLifeYears,30,30.5
HPIRank_HappyLifeYears,19,40.2
HPIRank_HappyLifeYears,73,24.0
HPIRank_HappyLifeYears,105,53.1
HPIRank_HappyLifeYears,43,54.4
HPIRank_HappyLifeYears,8,23.3
HPIRank_HappyLifeYears,102,34.0
HPIRank_HappyLifeYears,87,49.5
HPIRank_HappyLifeYears,27,34.2
HPIRank_HappyLifeYears,137,9.9
HPIRank_HappyLifeYears,56,27.4
HPIRank_HappyLifeYears,92,25.6
HPIRank_HappyLifeYears,76,28.6
HPIRank_HappyLifeYears,126,21.3
HPIRank_HappyLifeYears,23,39.0
HPIRank_HappyLifeYears,109,24.0
HPIRank_HappyLifeYears,119,12.6
HPIRank_HappyLifeYears,131,9.5
HPIRank_HappyLifeYears,74,18.2
HPIRank_HappyLifeYears,124,11.6
HPIRank_HappyLifeYears,85,53.9
HPIRank_HappyLifeYears,140,9.6
HPIRank_HappyLifeYears,35,44.7
HPIRank_HappyLifeYears,72,30.6
HPIRank_HappyLifeYears,3,35.1
HPIRank_HappyLifeYears,93,15.4
HPIRank_HappyLifeYears,1,48.2
HPIRank_HappyLifeYears,135,10.3
HPIRank_HappyLifeYears,47,39.6
HPIRank_HappyLifeYears,41,42.3
HPIRank_HappyLifeYears,64,43.4
HPIRank_HappyLifeYears,32,54.4
HPIRank_HappyLifeYears,127,15.1
HPIRank_HappyLifeYears,45,23.7
HPIRank_HappyLifeYears,10,34.3
HPIRank_HappyLifeYears,86,21.8
HPIRank_HappyLifeYears,17,32.2
HPIRank_HappyLifeYears,118,35.0
HPIRank_HappyLifeYears,66,17.8
HPIRank_HappyLifeYears,37,54.6
HPIRank_HappyLifeYears,44,48.1
HPIRank_HappyLifeYears,120,15.4
HPIRank_HappyLifeYears,40,24.7
HPIRank_HappyLifeYears,49,48.2
HPIRank_HappyLifeYears,104,18.8
HPIRank_HappyLifeYears,89,33.3
HPIRank_HappyLifeYears,26,29.6
HPIRank_HappyLifeYears,129,11.8
HPIRank_HappyLifeYears,57,16.5
HPIRank_HappyLifeYears,65,22.1
HPIRank_HappyLifeYears,123,40.1
HPIRank_HappyLifeYears,69,28.7
HPIRank_HappyLifeYears,39,58.0
HPIRank_HappyLifeYears,50,20.4
HPIRank_HappyLifeYears,16,28.4
HPIRank_HappyLifeYears,84,25.4
HPIRank_HappyLifeYears,67,22.8
HPIRank_HappyLifeYears,48,50.3
HPIRank_HappyLifeYears,54,52.5
HPIRank_HappyLifeYears,60,41.1
HPIRank_HappyLifeYears,11,31.9
HPIRank_HappyLifeYears,58,44.0
HPIRank_HappyLifeYears,114,31.7
HPIRank_HappyLifeYears,83,16.2
HPIRank_HappyLifeYears,31,28.7
HPIRank_HappyLifeYears,121,31.2
HPIRank_HappyLifeYears,100,28.2
HPIRank_HappyLifeYears,125,13.4
HPIRank_HappyLifeYears,96,15.7
HPIRank_HappyLifeYears,107,36.4
HPIRank_HappyLifeYears,139,51.7
HPIRank_HappyLifeYears,90,27.2
HPIRank_HappyLifeYears,98,13.7
HPIRank_HappyLifeYears,46,38.3
HPIRank_HappyLifeYears,53,40.8
HPIRank_HappyLifeYears,117,18.0
HPIRank_HappyLifeYears,63,33.1
HPIRank_HappyLifeYears,2,44.3
HPIRank_HappyLifeYears,136,25.3
HPIRank_HappyLifeYears,78,32.1
HPIRank_HappyLifeYears,33,26.7
HPIRank_HappyLifeYears,88,15.0
HPIRank_HappyLifeYears,81,18.8
HPIRank_HappyLifeYears,103,21.3
HPIRank_HappyLifeYears,42,20.2
HPIRank_HappyLifeYears,18,57.0
HPIRank_HappyLifeYears,38,52.7
HPIRank_HappyLifeYears,7,29.2
HPIRank_HappyLifeYears,122,13.1
HPIRank_HappyLifeYears,95,15.5
HPIRank_HappyLifeYears,12,57.1
HPIRank_HappyLifeYears,106,44.5
HPIRank_HappyLifeYears,36,19.5
HPIRank_HappyLifeYears,22,24.5
HPIRank_HappyLifeYears,6,42.1
HPIRank_HappyLifeYears,91,31.8
HPIRank_HappyLifeYears,21,32.9
HPIRank_HappyLifeYears,20,24.1
HPIRank_HappyLifeYears,62,39.2
HPIRank_HappyLifeYears,79,32.3
HPIRank_HappyLifeYears,115,13.6
HPIRank_HappyLifeYears,55,30.1
HPIRank_HappyLifeYears,116,31.7
HPIRank_HappyLifeYears,111,12.4
HPIRank_HappyLifeYears,101,15.5
HPIRank_HappyLifeYears,52,30.3
HPIRank_HappyLifeYears,133,10.8
HPIRank_HappyLifeYears,59,37.9
HPIRank_HappyLifeYears,82,42.6
HPIRank_HappyLifeYears,128,18.5
HPIRank_HappyLifeYears,80,42.2
HPIRank_HappyLifeYears,15,45.3
HPIRank_HappyLifeYears,28,24.9
HPIRank_HappyLifeYears,75,35.2
HPIRank_HappyLifeYears,132,13.6
HPIRank_HappyLifeYears,61,57.4
HPIRank_HappyLifeYears,24,59.3
HPIRank_HappyLifeYears,113,14.7
HPIRank_HappyLifeYears,25,22.2
HPIRank_HappyLifeYears,97,16.2
HPIRank_HappyLifeYears,9,38.6
HPIRank_HappyLifeYears,138,9.0
HPIRank_HappyLifeYears,130,34.4
HPIRank_HappyLifeYears,71,25.2
HPIRank_HappyLifeYears,68,31.2
HPIRank_HappyLifeYears,134,24.0
HPIRank_HappyLifeYears,112,13.8
HPIRank_HappyLifeYears,70,28.3
HPIRank_HappyLifeYears,34,49.1
HPIRank_HappyLifeYears,108,46.8
HPIRank_HappyLifeYears,14,39.4
HPIRank_HappyLifeYears,51,27.9
HPIRank_HappyLifeYears,4,34.9
HPIRank_HappyLifeYears,29,41.5
HPIRank_HappyLifeYears,5,32.8
HPIRank_HappyLifeYears,94,15.2
HPIRank_HappyLifeYears,77,16.7
HPIRank_HappyLifeYears,99,16.4
HPIRank_Footprint,110,0.8
HPIRank_Footprint,13,2.2
HPIRank_Footprint,30,2.1
HPIRank_Footprint,19,3.1
HPIRank_Footprint,73,2.2
HPIRank_Footprint,105,9.3
HPIRank_Footprint,43,6.1
HPIRank_Footprint,8,0.7
HPIRank_Footprint,102,5.1
HPIRank_Footprint,87,7.4
HPIRank_Footprint,27,2.5
HPIRank_Footprint,137,1.4
HPIRank_Footprint,56,2.3
HPIRank_Footprint,92,3.0
HPIRank_Footprint,76,3.1
HPIRank_Footprint,126,3.8
HPIRank_Footprint,23,3.1
HPIRank_Footprint,109,3.3
HPIRank_Footprint,119,1.2
HPIRank_Footprint,131,0.8
HPIRank_Footprint,74,1.2
HPIRank_Footprint,124,1.2
HPIRank_Footprint,85,8.2
HPIRank_Footprint,140,1.5
HPIRank_Footprint,35,4.4
HPIRank_Footprint,72,3.4
HPIRank_Footprint,3,1.9
HPIRank_Footprint,93,1.0
HPIRank_Footprint,1,2.8
HPIRank_Footprint,135,1.3
HPIRank_Footprint,47,3.9
HPIRank_Footprint,41,4.2
HPIRank_Footprint,64,5.2
HPIRank_Footprint,32,5.5
HPIRank_Footprint,127,2.2
HPIRank_Footprint,45,1.5
HPIRank_Footprint,10,2.2
HPIRank_Footprint,86,2.2
HPIRank_Footprint,17,2.1
HPIRank_Footprint,118,6.9
HPIRank_Footprint,66,1.0
HPIRank_Footprint,37,5.9
HPIRank_Footprint,44,5.1
HPIRank_Footprint,120,2.0
HPIRank_Footprint,40,1.6
HPIRank_Footprint,49,5.3
HPIRank_Footprint,104,2.0
HPIRank_Footprint,89,4.4
HPIRank_Footprint,26,1.9
HPIRank_Footprint,129,1.4
HPIRank_Footprint,57,0.6
HPIRank_Footprint,65,1.7
HPIRank_Footprint,123,8.8
HPIRank_Footprint,69,2.9
HPIRank_Footprint,39,6.4
HPIRank_Footprint,50,1.2
HPIRank_Footprint,16,1.6
HPIRank_Footprint,84,2.8
HPIRank_Footprint,67,1.9
HPIRank_Footprint,48,5.6
HPIRank_Footprint,54,6.2
HPIRank_Footprint,60,4.6
HPIRank_Footprint,11,1.9
HPIRank_Footprint,58,5.0
HPIRank_Footprint,114,5.6
HPIRank_Footprint,83,1.0
HPIRank_Footprint,31,1.9
HPIRank_Footprint,121,6.3
HPIRank_Footprint,100,3.8
HPIRank_Footprint,125,1.7
HPIRank_Footprint,96,1.2
HPIRank_Footprint,107,5.8
HPIRank_Footprint,139,15.8
HPIRank_Footprint,90,3.3
HPIRank_Footprint,98,0.8
HPIRank_Footprint,46,3.7
HPIRank_Footprint,53,4.4
HPIRank_Footprint,117,2.5
HPIRank_Footprint,63,3.5
HPIRank_Footprint,2,2.9
HPIRank_Footprint,136,6.1
HPIRank_Footprint,78,3.8
HPIRank_Footprint,33,1.7
HPIRank_Footprint,88,0.9
HPIRank_Footprint,81,1.4
HPIRank_Footprint,103,2.5
HPIRank_Footprint,42,1.0
HPIRank_Footprint,18,5.3
HPIRank_Footprint,38,5.6
HPIRank_Footprint,7,1.4
HPIRank_Footprint,122,1.6
HPIRank_Footprint,95,1.2
HPIRank_Footprint,12,5.0
HPIRank_Footprint,106,7.5
HPIRank_Footprint,36,0.8
HPIRank_Footprint,22,1.2
HPIRank_Footprint,6,2.8
HPIRank_Footprint,91,4.2
HPIRank_Footprint,21,2.3
HPIRank_Footprint,20,1.1
HPIRank_Footprint,62,4.4
HPIRank_Footprint,79,3.9
HPIRank_Footprint,115,1.3
HPIRank_Footprint,55,2.7
HPIRank_Footprint,116,5.7
HPIRank_Footprint,111,0.9
HPIRank_Footprint,101,1.2
HPIRank_Footprint,52,2.7
HPIRank_Footprint,133,1.2
HPIRank_Footprint,59,4.1
HPIRank_Footprint,82,5.8
HPIRank_Footprint,128,3.3
HPIRank_Footprint,80,5.7
HPIRank_Footprint,15,3.7
HPIRank_Footprint,28,1.3
HPIRank_Footprint,75,4.3
HPIRank_Footprint,132,2.0
HPIRank_Footprint,61,7.3
HPIRank_Footprint,24,5.8
HPIRank_Footprint,113,1.5
HPIRank_Footprint,25,0.9
HPIRank_Footprint,97,1.3
HPIRank_Footprint,9,2.7
HPIRank_Footprint,138,1.1
HPIRank_Footprint,130,7.9
HPIRank_Footprint,71,2.3
HPIRank_Footprint,68,3.3
HPIRank_Footprint,134,5.5
HPIRank_Footprint,112,1.2
HPIRank_Footprint,70,2.8
HPIRank_Footprint,34,4.9
HPIRank_Footprint,108,8.2
HPIRank_Footprint,14,2.9
HPIRank_Footprint,51,2.3
HPIRank_Footprint,4,1.9
HPIRank_Footprint,29,3.6
HPIRank_Footprint,5,1.7
HPIRank_Footprint,94,1.0
HPIRank_Footprint,77,1.0
HPIRank_Footprint,99,1.4
HPIRank_InequalityOfOutcomes,110,0.43
HPIRank_InequalityOfOutcomes,13,0.17
HPIRank_InequalityOfOutcomes,30,0.24
HPIRank_InequalityOfOutcomes,19,0.16
HPIRank_InequalityOfOutcomes,73,0.22
HPIRank_InequalityOfOutcomes,105,0.08
HPIRank_InequalityOfOutcomes,43,0.07
HPIRank_InequalityOfOutcomes,8,0.27
HPIRank_InequalityOfOutcomes,102,0.13
HPIRank_InequalityOfOutcomes,87,0.09
HPIRank_InequalityOfOutcomes,27,0.18
HPIRank_InequalityOfOutcomes,137,0.44
HPIRank_InequalityOfOutcomes,56,0.27
HPIRank_InequalityOfOutcomes,92,0.35000000000000003
HPIRank_InequalityOfOutcomes,76,0.19
HPIRank_InequalityOfOutcomes,126,0.28
HPIRank_InequalityOfOutcomes,23,0.22
HPIRank_InequalityOfOutcomes,109,0.19
HPIRank_InequalityOfOutcomes,119,0.43
HPIRank_InequalityOfOutcomes,131,0.48
HPIRank_InequalityOfOutcomes,74,0.28
HPIRank_InequalityOfOutcomes,124,0.47
HPIRank_InequalityOfOutcomes,85,0.09
HPIRank_InequalityOfOutcomes,140,0.51
HPIRank_InequalityOfOutcomes,35,0.14
HPIRank_InequalityOfOutcomes,72,0.17
HPIRank_InequalityOfOutcomes,3,0.24
HPIRank_InequalityOfOutcomes,93,0.36
HPIRank_InequalityOfOutcomes,1,0.15
HPIRank_InequalityOfOutcomes,135,0.45
HPIRank_InequalityOfOutcomes,47,0.12
HPIRank_InequalityOfOutcomes,41,0.12
HPIRank_InequalityOfOutcomes,64,0.09
HPIRank_InequalityOfOutcomes,32,0.07
HPIRank_InequalityOfOutcomes,127,0.42
HPIRank_InequalityOfOutcomes,45,0.3
HPIRank_InequalityOfOutcomes,10,0.22
HPIRank_InequalityOfOutcomes,86,0.23
HPIRank_InequalityOfOutcomes,17,0.22
HPIRank_InequalityOfOutcomes,118,0.12
HPIRank_InequalityOfOutcomes,66,0.36
HPIRank_InequalityOfOutcomes,37,0.06
HPIRank_InequalityOfOutcomes,44,0.09
HPIRank_InequalityOfOutcomes,120,0.36
HPIRank_InequalityOfOutcomes,40,0.2
HPIRank_InequalityOfOutcomes,49,0.08
HPIRank_InequalityOfOutcomes,104,0.38
HPIRank_InequalityOfOutcomes,89,0.16
HPIRank_InequalityOfOutcomes,26,0.27
HPIRank_InequalityOfOutcomes,129,0.42
HPIRank_InequalityOfOutcomes,57,0.37
HPIRank_InequalityOfOutcomes,65,0.31
HPIRank_InequalityOfOutcomes,123,0.1
HPIRank_InequalityOfOutcomes,69,0.15
HPIRank_InequalityOfOutcomes,39,0.05
HPIRank_InequalityOfOutcomes,50,0.31
HPIRank_InequalityOfOutcomes,16,0.21
HPIRank_InequalityOfOutcomes,84,0.23
HPIRank_InequalityOfOutcomes,67,0.27
HPIRank_InequalityOfOutcomes,48,0.08
HPIRank_InequalityOfOutcomes,54,0.08
HPIRank_InequalityOfOutcomes,60,0.12
HPIRank_InequalityOfOutcomes,11,0.21
HPIRank_InequalityOfOutcomes,58,0.09
HPIRank_InequalityOfOutcomes,114,0.18
HPIRank_InequalityOfOutcomes,83,0.38
HPIRank_InequalityOfOutcomes,31,0.18
HPIRank_InequalityOfOutcomes,121,0.14
HPIRank_InequalityOfOutcomes,100,0.19
HPIRank_InequalityOfOutcomes,125,0.42
HPIRank_InequalityOfOutcomes,96,0.38
HPIRank_InequalityOfOutcomes,107,0.11
HPIRank_InequalityOfOutcomes,139,0.07
HPIRank_InequalityOfOutcomes,90,0.18
HPIRank_InequalityOfOutcomes,98,0.45
HPIRank_InequalityOfOutcomes,46,0.1
HPIRank_InequalityOfOutcomes,53,0.13
HPIRank_InequalityOfOutcomes,117,0.37
HPIRank_InequalityOfOutcomes,63,0.17
HPIRank_InequalityOfOutcomes,2,0.19
HPIRank_InequalityOfOutcomes,136,0.22
HPIRank_InequalityOfOutcomes,78,0.16
HPIRank_InequalityOfOutcomes,33,0.25
HPIRank_InequalityOfOutcomes,88,0.43
HPIRank_InequalityOfOutcomes,81,0.32
HPIRank_InequalityOfOutcomes,103,0.26
HPIRank_InequalityOfOutcomes,42,0.27
HPIRank_InequalityOfOutcomes,18,0.04
HPIRank_InequalityOfOutcomes,38,0.08
HPIRank_InequalityOfOutcomes,7,0.25
HPIRank_InequalityOfOutcomes,122,0.4
HPIRank_InequalityOfOutcomes,95,0.44
HPIRank_InequalityOfOutcomes,12,0.07
HPIRank_InequalityOfOutcomes,106,0.13
HPIRank_InequalityOfOutcomes,36,0.4
HPIRank_InequalityOfOutcomes,22,0.24
HPIRank_InequalityOfOutcomes,6,0.19
HPIRank_InequalityOfOutcomes,91,0.22
