date,year,day,month,week,product,color,quantity,salesprice
1445644800,2015,24,10,43,SPORTBRA CUT AND SEW,32B,2,13.60
1445644800,2015,24,10,43,SPORTBRA CUT AND SEW,66A,2,13.59
1445644800,2015,24,10,43,CAPRI,15A,1,15.99
1445817600,2015,26,10,44,PANTS,001,2,0.00
1445817600,2015,26,10,44,CAPRI,001,1,42.50
1445817600,2015,26,10,44,LONG LEGGING,182,1,42.50
1445817600,2015,26,10,44,S/S TOP,886,1,15.99
1445817600,2015,26,10,44,SPORTBRA CUT AND SEW,001,1,45.00
1445817600,2015,26,10,44,SPORTBRA CUT AND SEW,23B,1,17.99
1445817600,2015,26,10,44,SPORTBRA CUT AND SEW,303,1,45.00
1445817600,2015,26,10,44,SPORTBRA CUT AND SEW,303,1,45.00
1445817600,2015,26,10,44,SPORTBRA CUT AND SEW,001,1,45.00
1445817600,2015,26,10,44,SPORTBRA CUT AND SEW,010,1,45.00
1445817600,2015,26,10,44,SPORTBRA CUT AND SEW,21E,1,45.00
1445817600,2015,26,10,44,SPORTBRA CUT AND SEW,21E,1,45.00
1445817600,2015,26,10,44,SPORTBRA CUT AND SEW,303,1,45.00
1445817600,2015,26,10,44,SPORTBRA CUT AND SEW,66A,1,15.99
1445817600,2015,26,10,44,SPORTBRA CUT AND SEW,981,1,45.00
1445817600,2015,26,10,44,SPORTBRA CUT AND SEW,981,1,45.00
1445817600,2015,26,10,44,SPORTBRA CUT AND SEW,23B,1,17.99
1445817600,2015,26,10,44,SPORTBRA CUT AND SEW,23B,1,17.99
1445817600,2015,26,10,44,SPORTBRA CUT AND SEW,904,1,45.00
1445817600,2015,26,10,44,SPORTBRA CUT AND SEW,904,1,45.00
1445817600,2015,26,10,44,PANTS,303,1,45.00
1445817600,2015,26,10,44,SPORTBRA CUT AND SEW,23B,1,15.29
1445817600,2015,26,10,44,PANTS,001,1,0.00
1445817600,2015,26,10,44,S/S TOP,40B,1,15.99
1445817600,2015,26,10,44,SPORTBRA CUT AND SEW,45D,1,11.89
1445817600,2015,26,10,44,S/S TOP,648,1,15.99
1445817600,2015,26,10,44,PERSONAL PACKS,001,1,25.00
1445817600,2015,26,10,44,PANTS,001,1,42.50
1445817600,2015,26,10,44,LONG LEGGING,182,1,42.50
1445817600,2015,26,10,44,LONG LEGGING,001,1,38.25
1445817600,2015,26,10,44,JACKETS,361,1,49.30
1445817600,2015,26,10,44,SPORTBRA CUT AND SEW,001,1,11.89
1445817600,2015,26,10,44,SPORTBRA CUT AND SEW,027,1,11.89
1445817600,2015,26,10,44,SPORTBRA CUT AND SEW,24B,1,11.89
1445817600,2015,26,10,44,PANTS,001,1,60.00
1445817600,2015,26,10,44,PANTS,513,1,52.00
1445817600,2015,26,10,44,PANTS,001,1,60.00
1445817600,2015,26,10,44,S/S TOP,001,1,19.99
1445817600,2015,26,10,44,TANK,001,1,18.99
1445817600,2015,26,10,44,TANK,193,1,18.99
1445817600,2015,26,10,44,TANK,194,1,7.49
1445817600,2015,26,10,44,CAPRI,626,1,13.59
1445817600,2015,26,10,44,CAPRI,001,1,13.59
1445817600,2015,26,10,44,CAPRI,558,1,13.59
1445817600,2015,26,10,44,SHORT,08C,1,13.99
1445817600,2015,26,10,44,SHORT,05N,1,25.99
1445817600,2015,26,10,44,SPORTBRA CUT AND SEW,524,1,11.89
1445817600,2015,26,10,44,SPORTBRA CUT AND SEW,98C,1,22.09
1445817600,2015,26,10,44,PANTS,001,1,50.00
1445817600,2015,26,10,44,PANTS,001,1,45.00
1445817600,2015,26,10,44,TANK,23B,1,19.99
1445817600,2015,26,10,44,S/S TOP,626,1,13.59
1445817600,2015,26,10,44,LONG LEGGING,773,1,42.50
1445817600,2015,26,10,44,JACKETS,001,1,51.00
1445817600,2015,26,10,44,SINGLET,42H,1,15.29
1445817600,2015,26,10,44,SINGLET,33E,1,15.29
1445817600,2015,26,10,44,SPORTBRA CUT AND SEW,41H,1,22.09
1445817600,2015,26,10,44,SPORTBRA CUT AND SEW,001,1,22.10
1445817600,2015,26,10,44,TANK,22E,1,21.25
1445817600,2015,26,10,44,TANK,22G,1,8.49
1445817600,2015,26,10,44,SPORTBRA CUT AND SEW,23C,1,13.99
1445817600,2015,26,10,44,TANK,31B,1,18.75
1445817600,2015,26,10,44,CAPRI,15A,1,15.99
1445817600,2015,26,10,44,TANK,193,1,18.99
1445817600,2015,26,10,44,LONG LEGGING,001,2,52.00
1445817600,2015,26,10,44,CAPRI,001,1,42.50
1445817600,2015,26,10,44,CAPRI,01B,1,16.99
1445817600,2015,26,10,44,SWEATER,64A,1,19.54
1445817600,2015,26,10,44,PANTS,001,1,0.00
1445817600,2015,26,10,44,PANTS,001,1,0.00
1445817600,2015,26,10,44,PANTS,999,1,42.00
1445817600,2015,26,10,44,PANTS,648,1,51.00
1445817600,2015,26,10,44,CAPRI,001,1,50.00
1445817600,2015,26,10,44,CAPRI,001,1,26.34
1445817600,2015,26,10,44,CAPRI,773,1,26.34
1445817600,2015,26,10,44,CAPRI,08P,1,23.80
1445817600,2015,26,10,44,SINGLET,001,1,15.29
1445817600,2015,26,10,44,SHORT,00D,1,11.89
1445817600,2015,26,10,44,SHORT,02A,1,11.89
1445817600,2015,26,10,44,S/S TOP,648,1,13.59
1445817600,2015,26,10,44,SPORTBRA CUT AND SEW,001,1,11.89
1445817600,2015,26,10,44,TANK,21G,1,15.29
1445817600,2015,26,10,44,TANK,194,1,8.49
1445817600,2015,26,10,44,TANK,53B,1,8.49
1445817600,2015,26,10,44,TANK,66A,1,8.49
1445817600,2015,26,10,44,SINGLET,513,1,15.30
1445817600,2015,26,10,44,CAPRI,97A,1,13.59
1445817600,2015,26,10,44,LONG LEGGING,773,1,38.25
1445817600,2015,26,10,44,CAPRI,001,1,50.00
1445817600,2015,26,10,44,CAPRI,648,1,50.00
1445817600,2015,26,10,44,PANTS,001,1,55.00
1445817600,2015,26,10,44,PANTS,648,1,55.00
1445817600,2015,26,10,44,SINGLET,513,1,13.49
1445817600,2015,26,10,44,SINGLET,33E,1,13.49
1445817600,2015,26,10,44,SINGLET,001,1,13.49
1445817600,2015,26,10,44,SPORTBRA CUT AND SEW,23B,1,15.29
1445817600,2015,26,10,44,TANK,04J,1,11.99
1445817600,2015,26,10,44,TANK,21G,1,13.49
1445817600,2015,26,10,44,TANK,42H,1,13.49
1445817600,2015,26,10,44,SPORTBRA CUT AND SEW,98C,1,25.99
1445817600,2015,26,10,44,SINGLET,001,1,13.49
1445817600,2015,26,10,44,PANTS,001,1,42.50
1445817600,2015,26,10,44,S/S TOP,64A,1,19.99
1445817600,2015,26,10,44,S/S TOP,193,1,19.99
1445817600,2015,26,10,44,CAPRI,001,1,19.99
1445817600,2015,26,10,44,TANK,39F,1,36.00
1445817600,2015,26,10,44,PANTS,001,1,50.00
1445817600,2015,26,10,44,CAPRI,001,3,50.00
1445817600,2015,26,10,44,PANTS,001,1,42.00
1445817600,2015,26,10,44,SPORTBRA CUT AND SEW,010,1,45.00
1445817600,2015,26,10,44,SHORT,08C,1,13.99
1445817600,2015,26,10,44,SHORT,001,2,13.99
1445904000,2015,27,10,44,PANTS,001,1,55.00
1445904000,2015,27,10,44,SINGLET,001,1,11.20
1445904000,2015,27,10,44,SHORT,00D,1,9.79
1445904000,2015,27,10,44,SHORT,001,1,9.79
1445904000,2015,27,10,44,CAPRI,07A,1,14.00
1445904000,2015,27,10,44,CAPRI,001,1,11.19
1445904000,2015,27,10,44,CAPRI,05N,1,15.96
1445904000,2015,27,10,44,SPORTBRA CUT AND SEW,45D,1,7.97
1445904000,2015,27,10,44,SPORTBRA CUT AND SEW,41H,1,14.82
1445904000,2015,27,10,44,TANK,31B,1,14.25
1445904000,2015,27,10,44,TANK,194,1,8.49
1445904000,2015,27,10,44,TANK,21G,1,15.29
1445904000,2015,27,10,44,TANK,42H,1,15.29
1445904000,2015,27,10,44,SINGLET,25C,1,8.50
1445904000,2015,27,10,44,SINGLET,33E,1,8.49
1445904000,2015,27,10,44,SINGLET,33E,1,15.29
1445904000,2015,27,10,44,SINGLET,001,1,15.29
1445904000,2015,27,10,44,SHORT,45D,1,13.99
1445904000,2015,27,10,44,CAPRI,06H,1,14.99
1445904000,2015,27,10,44,SPORTBRA CUT AND SEW,45D,1,13.99
1445904000,2015,27,10,44,SPORTBRA CUT AND SEW,06H,1,13.99
1445904000,2015,27,10,44,TOP,193,1,35.00
1445904000,2015,27,10,44,PANTS,001,1,42.00
1445904000,2015,27,10,44,PANTS,001,1,38.50
1445904000,2015,27,10,44,PANTS,001,1,42.00
1445904000,2015,27,10,44,TANK,194,1,9.99
1445904000,2015,27,10,44,TANK,41H,1,17.99
1445904000,2015,27,10,44,TANK,325,1,9.99
1445904000,2015,27,10,44,SINGLET,010,1,11.99
1445904000,2015,27,10,44,PANTS,001,1,50.00
1445904000,2015,27,10,44,PANTS,001,1,50.00
1445904000,2015,27,10,44,CAPRI,07H,1,10.50
1445904000,2015,27,10,44,TANK,66A,1,6.99
1445904000,2015,27,10,44,LONG LEGGING,001,1,38.25
1445904000,2015,27,10,44,LONG LEGGING,001,1,50.00
1445904000,2015,27,10,44,LONG LEGGING,001,1,45.00
1445904000,2015,27,10,44,TANK,66A,1,15.39
1445904000,2015,27,10,44,CAPRI,97A,1,11.19
1445904000,2015,27,10,44,S/S TOP,98A,1,11.20
1445904000,2015,27,10,44,PANTS,001,1,38.50
1445904000,2015,27,10,44,PANTS,001,1,42.00
1445904000,2015,27,10,44,TANK,21E,1,37.50
1445904000,2015,27,10,44,PANTS,001,1,38.50
1445904000,2015,27,10,44,PANTS,001,1,29.40
1445904000,2015,27,10,44,PANTS,001,1,29.40
1445904000,2015,27,10,44,PANTS,001,1,35.00
1445904000,2015,27,10,44,SKIRT,20B,1,12.59
1445904000,2015,27,10,44,SPORTBRA CUT AND SEW,24B,1,13.59
1445904000,2015,27,10,44,SPORTBRA CUT AND SEW,001,2,38.25
1445904000,2015,27,10,44,TANK,66A,1,21.99
1445904000,2015,27,10,44,SHORT,01D,1,13.99
1445904000,2015,27,10,44,CAPRI,06H,1,14.99
1445904000,2015,27,10,44,CAPRI,09P,1,19.60
1445904000,2015,27,10,44,CAPRI,07H,1,10.49
1445904000,2015,27,10,44,SPORTBRA CUT AND SEW,303,2,31.50
1445904000,2015,27,10,44,CAPRI,001,2,14.00
1445904000,2015,27,10,44,S/S TOP,30B,1,9.79
1445904000,2015,27,10,44,PANTS,001,1,38.50
1445904000,2015,27,10,44,PANTS,001,1,29.40
1445904000,2015,27,10,44,CAPRI,001,1,35.00
1445904000,2015,27,10,44,TANK,66A,1,15.39
1445904000,2015,27,10,44,TANK,001,1,15.40
1445904000,2015,27,10,44,SINGLET,001,1,11.19
1445904000,2015,27,10,44,SHORT,08C,1,9.79
1445904000,2015,27,10,44,CAPRI,40E,1,8.39
1445904000,2015,27,10,44,MISC,93A,1,8.40
1445904000,2015,27,10,44,CAPRI,05U,1,19.59
1445904000,2015,27,10,44,PANTS,001,2,50.00
1445904000,2015,27,10,44,JACKETS,001,1,60.00
1445904000,2015,27,10,44,PANTS,648,1,38.50
1445904000,2015,27,10,44,PANTS,001,1,38.50
1445904000,2015,27,10,44,CAPRI,001,1,19.99
1445904000,2015,27,10,44,CAPRI,001,1,19.99
1445904000,2015,27,10,44,SWEATER,001,1,22.99
1445904000,2015,27,10,44,PANTS,001,2,29.40
1445904000,2015,27,10,44,CAPRI,05U,1,19.60
1445904000,2015,27,10,44,CAPRI,001,1,29.40
1445904000,2015,27,10,44,SPORTBRA CUT AND SEW,41H,1,18.19
1445904000,2015,27,10,44,SPORTBRA CUT AND SEW,25C,1,18.20
1445904000,2015,27,10,44,SPORTBRA CUT AND SEW,001,1,9.79
1445904000,2015,27,10,44,SPORTBRA CUT AND SEW,013,1,9.79
1445904000,2015,27,10,44,LONG LEGGING,33D,1,31.50
1445904000,2015,27,10,44,LONG LEGGING,773,1,31.50
1445904000,2015,27,10,44,PANTS,001,1,29.40
1445904000,2015,27,10,44,PANTS,001,1,31.50
1445904000,2015,27,10,44,PANTS,001,1,29.40
1445904000,2015,27,10,44,CAPRI,05U,1,19.59
1445904000,2015,27,10,44,PANTS,001,1,38.50
1445904000,2015,27,10,44,PANTS,001,1,29.40
1445904000,2015,27,10,44,SPORTBRA CUT AND SEW,23B,1,12.59
1445904000,2015,27,10,44,PANTS,648,1,38.50
1445904000,2015,27,10,44,SHORT,05N,1,25.99
1445904000,2015,27,10,44,PANTS,001,1,29.40
1445904000,2015,27,10,44,SPORTBRA CUT AND SEW,303,1,9.79
1445904000,2015,27,10,44,TANK,21G,1,13.49
1445904000,2015,27,10,44,SHORT,558,1,13.99
1445904000,2015,27,10,44,SKIRT,626,1,10.50
1445904000,2015,27,10,44,SKIRT,001,1,10.49
1445904000,2015,27,10,44,CAPRI,07H,1,10.50
1445904000,2015,27,10,44,SPORTBRA CUT AND SEW,00C,1,9.79
1445904000,2015,27,10,44,SPORTBRA CUT AND SEW,44C,1,9.79
1445904000,2015,27,10,44,SPORTBRA CUT AND SEW,027,1,9.79
1445990400,2015,28,10,44,TOP,193,1,35.00
1445990400,2015,28,10,44,S/S TOP,010,1,13.99
1445990400,2015,28,10,44,S/S TOP,010,1,25.20
1445990400,2015,28,10,44,LONG LEGGING,001,1,36.40
1445990400,2015,28,10,44,LONG LEGGING,001,1,36.40
1445990400,2015,28,10,44,L/S TOP,04J,1,36.40
1445990400,2015,28,10,44,L/S TOP,773,1,35.00
1445990400,2015,28,10,44,SPORTBRA CUT AND SEW,41H,1,25.99
1445990400,2015,28,10,44,SPORTBRA CUT AND SEW,303,1,45.00
1445990400,2015,28,10,44,SPORTBRA CUT AND SEW,23B,1,17.99
1445990400,2015,28,10,44,SPORTBRA CUT AND SEW,903,1,45.00
1445990400,2015,28,10,44,SHORT,00D,1,9.79
1445990400,2015,28,10,44,SHORT,08C,1,9.79
1445990400,2015,28,10,44,CAPRI,99B,1,8.39
1445990400,2015,28,10,44,CAPRI,07H,1,10.50
1445990400,2015,28,10,44,PANTS,001,2,38.50
1445990400,2015,28,10,44,PANTS,001,1,38.50
1445990400,2015,28,10,44,CAPRI,46P,1,23.80
1445990400,2015,28,10,44,CAPRI,773,1,13.59
1445990400,2015,28,10,44,CAPRI,06H,1,12.74
1445990400,2015,28,10,44,CAPRI,07H,1,12.74
1445990400,2015,28,10,44,PANTS,001,2,55.00
1445990400,2015,28,10,44,SPORTBRA CUT AND SEW,303,1,9.79
1445990400,2015,28,10,44,PANTS,001,1,38.50
1445990400,2015,28,10,44,CAPRI,001,1,11.19
1445990400,2015,28,10,44,CAPRI,001,1,35.00
1445990400,2015,28,10,44,CAPRI,001,1,29.41
1445990400,2015,28,10,44,SPORTBRA CUT AND SEW,001,1,18.19
1445990400,2015,28,10,44,PANTS,001,1,38.50
1445990400,2015,28,10,44,PANTS,001,2,52.00
1445990400,2015,28,10,44,PANTS,513,2,52.00
1445990400,2015,28,10,44,SHORT,00D,1,13.99
1445990400,2015,28,10,44,SINGLET,010,2,11.19
1445990400,2015,28,10,44,SHORT,08C,1,9.79
1445990400,2015,28,10,44,SKIRT,001,1,10.50
1445990400,2015,28,10,44,PANTS,001,1,50.00
1445990400,2015,28,10,44,LONG LEGGING,001,1,45.00
1445990400,2015,28,10,44,LONG LEGGING,001,1,31.50
1445990400,2015,28,10,44,PANTS,001,1,29.40
1445990400,2015,28,10,44,S/S TOP,30B,1,9.79
1445990400,2015,28,10,44,SWEATER,001,1,16.10
1445990400,2015,28,10,44,SPORTBRA CUT AND SEW,197,1,45.00
1445990400,2015,28,10,44,SPORTBRA CUT AND SEW,23B,1,17.99
1445990400,2015,28,10,44,SINGLET,513,1,15.29
1445990400,2015,28,10,44,SINGLET,001,1,15.29
1445990400,2015,28,10,44,LONG LEGGING,08N,1,38.25
1445990400,2015,28,10,44,PANTS,001,1,51.00
1445990400,2015,28,10,44,PANTS,001,1,38.25
1445990400,2015,28,10,44,SPORTBRA CUT AND SEW,23C,1,13.99
1445990400,2015,28,10,44,TANK,23G,1,13.33
1445990400,2015,28,10,44,TANK,325,1,7.40
1445990400,2015,28,10,44,SINGLET,33E,1,7.40
1445990400,2015,28,10,44,CAPRI,626,1,11.84
1445990400,2015,28,10,44,CAPRI,001,1,11.84
1445990400,2015,28,10,44,SPORTBRA CUT AND SEW,010,1,13.99
1445990400,2015,28,10,44,SPORTBRA CUT AND SEW,027,1,13.99
1445990400,2015,28,10,44,SPORTBRA CUT AND SEW,24B,1,13.99
1445990400,2015,28,10,44,TANK,22E,1,17.50
1445990400,2015,28,10,44,CAPRI,00M,1,29.40
1445990400,2015,28,10,44,CAPRI,773,1,21.70
1445990400,2015,28,10,44,SPORT BRA,303,1,9.79
1445990400,2015,28,10,44,SINGLET,001,1,9.99
1445990400,2015,28,10,44,TANK,90B,1,9.99
1445990400,2015,28,10,44,TANK,325,1,9.99
1445990400,2015,28,10,44,TANK,22G,1,9.99
1445990400,2015,28,10,44,CAPRI,07H,1,10.49
1445990400,2015,28,10,44,SHORT,001,1,30.00
1445990400,2015,28,10,44,PANTS,001,1,35.70
1445990400,2015,28,10,44,CAPRI,15A,1,13.59
1445990400,2015,28,10,44,CAPRI,07H,1,12.74
1445990400,2015,28,10,44,LONG LEGGING,001,1,38.25
1445990400,2015,28,10,44,LONG LEGGING,001,1,42.50
1445990400,2015,28,10,44,CAPRI,001,1,26.34
1445990400,2015,28,10,44,PANTS,001,1,42.50
1445990400,2015,28,10,44,CAPRI,07A,1,14.00
1445990400,2015,28,10,44,CAPRI,97A,1,11.19
1445990400,2015,28,10,44,S/S TOP,194,1,34.00
1445990400,2015,28,10,44,CAPRI,01O,1,21.70
1445990400,2015,28,10,44,CAPRI,09P,1,19.59
1445990400,2015,28,10,44,PANTS,001,1,35.00
1445990400,2015,28,10,44,PANTS,138,1,31.50
1445990400,2015,28,10,44,CAPRI,303,1,29.40
1445990400,2015,28,10,44,CAPRI,31J,1,19.60
1445990400,2015,28,10,44,CAPRI,04N,1,19.59
1445990400,2015,28,10,44,CAPRI,43L,1,19.59
1445990400,2015,28,10,44,SPORTBRA CUT AND SEW,001,1,45.00
1445990400,2015,28,10,44,SPORTBRA CUT AND SEW,47D,1,13.99
1445990400,2015,28,10,44,SPORTBRA CUT AND SEW,23C,1,13.99
1445990400,2015,28,10,44,SPORTBRA CUT AND SEW,37C,1,13.99
1445990400,2015,28,10,44,CAPRI,001,1,15.99
1445990400,2015,28,10,44,CAPRI,41K,1,15.99
1445990400,2015,28,10,44,PANTS,001,1,55.00
1445990400,2015,28,10,44,SPORTBRA CUT AND SEW,001,1,9.79
1445990400,2015,28,10,44,SPORTBRA CUT AND SEW,41H,1,18.20
1445990400,2015,28,10,44,PANTS,001,1,55.00
1445990400,2015,28,10,44,PANTS,001,1,55.00
1445990400,2015,28,10,44,PANTS,001,1,55.00
1445990400,2015,28,10,44,CAPRI,001,1,45.00
1445990400,2015,28,10,44,CAPRI,001,1,45.00
1445990400,2015,28,10,44,LONG LEGGING,303,1,45.00
1445990400,2015,28,10,44,LONG LEGGING,001,1,31.51
1445990400,2015,28,10,44,SPORTBRA CUT AND SEW,001,1,9.79
1445990400,2015,28,10,44,SPORTBRA CUT AND SEW,001,1,9.79
1445990400,2015,28,10,44,SPORTBRA CUT AND SEW,001,1,18.19
1445990400,2015,28,10,44,PANTS,001,1,55.00
1445990400,2015,28,10,44,CAPRI,001,1,31.50
1445990400,2015,28,10,44,SHORT,40A,1,9.34
1445990400,2015,28,10,44,SHORT,75B,1,9.34
1446076800,2015,29,10,44,PANTS,001,2,35.70
1446076800,2015,29,10,44,LONG LEGGING,001,1,35.00
1446076800,2015,29,10,44,LONG LEGGING,001,1,31.50
1446076800,2015,29,10,44,CAPRI,01O,1,30.99
1446076800,2015,29,10,44,S/S TOP,32B,1,8.39
1446076800,2015,29,10,44,S/S TOP,40B,1,8.40
1446076800,2015,29,10,44,CAPRI,001,1,45.00
1446076800,2015,29,10,44,PANTS,001,1,42.00
1446076800,2015,29,10,44,SINGLET,33E,1,7.49
1446076800,2015,29,10,44,PANTS,001,1,31.50
1446076800,2015,29,10,44,PANTS,001,1,38.50
1446076800,2015,29,10,44,PANTS,001,1,52.00
1446076800,2015,29,10,44,PANTS,001,1,52.00
1446076800,2015,29,10,44,PANTS,513,1,52.00
1446076800,2015,29,10,44,PANTS,513,1,52.00
1446076800,2015,29,10,44,CAPRI,001,1,50.00
1446076800,2015,29,10,44,CAPRI,001,1,50.00
1446076800,2015,29,10,44,SINGLET,33E,1,17.99
1446076800,2015,29,10,44,SINGLET,001,1,17.99
1446076800,2015,29,10,44,CAPRI,06H,1,12.74
1446076800,2015,29,10,44,SPORTBRA CUT AND SEW,37C,1,9.79
1446076800,2015,29,10,44,SPORTBRA CUT AND SEW,06H,1,9.79
1446076800,2015,29,10,44,SPORTBRA CUT AND SEW,44C,1,9.80
1446076800,2015,29,10,44,PANTS,001,1,45.00
1446076800,2015,29,10,44,S/S TOP,194,1,11.99
1446076800,2015,29,10,44,SKIRT,001,1,14.99
1446076800,2015,29,10,44,PANTS,001,1,52.00
1446076800,2015,29,10,44,LONG LEGGING,001,1,52.00
1446076800,2015,29,10,44,LONG LEGGING,001,1,35.00
1446076800,2015,29,10,44,LONG LEGGING,001,1,36.41
1446076800,2015,29,10,44,CAPRI,01B,1,13.99
1446076800,2015,29,10,44,PANTS,001,2,45.00
1446076800,2015,29,10,44,JACKETS,648,1,50.40
1446076800,2015,29,10,44,JACKETS,668,1,50.40
1446163200,2015,30,10,44,PANTS,001,2,21.00
1446163200,2015,30,10,44,LONG LEGGING,001,1,31.50
1446163200,2015,30,10,44,S/S TOP,886,1,11.19
1446163200,2015,30,10,44,CAPRI,001,1,35.70
1446163200,2015,30,10,44,LONG LEGGING,33D,1,38.25
1446163200,2015,30,10,44,CAPRI,001,1,50.00
1446163200,2015,30,10,44,LONG LEGGING,00O,1,31.50
1446163200,2015,30,10,44,LONG LEGGING,00O,1,31.50
1446163200,2015,30,10,44,LONG LEGGING,00O,1,31.50
1446163200,2015,30,10,44,JACKETS,773,1,42.00
1446163200,2015,30,10,44,PERSONAL PACKS,001,1,21.25
1446163200,2015,30,10,44,SLIMMER,001,1,23.80
1446163200,2015,30,10,44,LONG LEGGING,00O,1,38.25
1446163200,2015,30,10,44,LONG LEGGING,01O,1,38.25
1446163200,2015,30,10,44,PANTS,999,1,38.50
1446163200,2015,30,10,44,PANTS,001,1,29.40
1446163200,2015,30,10,44,SPORTBRA CUT AND SEW,010,1,9.79
1446163200,2015,30,10,44,SPORTBRA CUT AND SEW,98B,1,11.89
1446163200,2015,30,10,44,SPORTBRA CUT AND SEW,47D,1,11.89
1446163200,2015,30,10,44,SPORTBRA CUT AND SEW,00C,1,11.89
1446163200,2015,30,10,44,CAPRI,09P,1,23.80
1446163200,2015,30,10,44,PANTS,001,1,42.00
1446163200,2015,30,10,44,PANTS,001,1,55.00
1446163200,2015,30,10,44,CAPRI,04N,1,27.99
1446163200,2015,30,10,44,CAPRI,43L,1,27.99
1446163200,2015,30,10,44,SINGLET,33E,1,17.99
1446163200,2015,30,10,44,SKIRT,001,1,14.99
1446163200,2015,30,10,44,SKIRT,001,1,14.99
1446163200,2015,30,10,44,SINGLET,001,1,12.59
1446163200,2015,30,10,44,CAPRI,07A,1,14.00
1446163200,2015,30,10,44,SPORTBRA CUT AND SEW,001,1,9.79
1446163200,2015,30,10,44,PANTS,001,1,42.00
1446163200,2015,30,10,44,CAPRI,46P,1,23.79
1446163200,2015,30,10,44,CAPRI,06H,1,12.74
1446163200,2015,30,10,44,CAPRI,43L,1,23.79
1446163200,2015,30,10,44,CAPRI,07A,1,19.99
1446163200,2015,30,10,44,CAPRI,001,1,15.99
1446163200,2015,30,10,44,PANTS,001,2,42.00
1446163200,2015,30,10,44,CAPRI,08P,1,19.59
1446163200,2015,30,10,44,PANTS,648,1,35.00
1446163200,2015,30,10,44,SINGLET,626,1,12.59
1446163200,2015,30,10,44,LONG LEGGING,001,1,35.00
1446163200,2015,30,10,44,LONG LEGGING,001,1,31.50
1446163200,2015,30,10,44,LONG LEGGING,001,1,31.50
1446163200,2015,30,10,44,LONG LEGGING,001,1,31.50
1446163200,2015,30,10,44,LONG LEGGING,626,1,31.50
1446163200,2015,30,10,44,PANTS,001,1,38.50
