TimeSeriesNo,X-index,Y-value,Class
5,32,33.413,1
5,33,26.924,1
5,34,30.212,1
5,35,29.653,1
5,36,30.864,1
5,37,24.512,1
5,38,33.993,1
5,39,33.309,1
5,40,33.204,1
5,41,31.265,1
5,42,27.907,1
5,43,35.111,1
5,44,35.076,1
5,45,33.833,1
5,46,25.948,1
5,47,29.135,1
5,48,24.288,1
5,49,32.322,1
5,50,34.924,1
5,51,27.722,1
5,52,27.96,1
5,53,35.72,1
5,54,27.576,1
5,55,35.337,1
5,56,29.999,1
5,57,34.215,1
5,58,33.128,1
5,59,31.106,1
5,60,31.018,1
6,1,25.507,1
6,2,29.793,1
6,3,28.076,1
6,4,34.481,1
6,5,33.8,1
6,6,27.667,1
6,7,30.612,1
6,8,25.639,1
6,9,30.117,1
6,10,26.519,1
6,11,30.152,1
6,12,27.851,1
6,13,29.558,1
6,14,32.36,1
6,15,29.206,1
6,16,26.1,1
6,17,33.468,1
6,18,33.901,1
6,19,29.267,1
6,20,34.831,1
6,21,31.982,1
6,22,26.496,1
6,23,32.664,1
6,24,27.719,1
6,25,35.739,1
6,26,32.831,1
6,27,30.151,1
6,28,30.559,1
6,29,27.332,1
6,30,27.456,1
6,31,24.236,1
6,32,34.727,1
6,33,29.921,1
6,34,27.273,1
6,35,35.996,1
6,36,32.392,1
6,37,27.139,1
6,38,26.459,1
6,39,25.047,1
6,40,35.5,1
6,41,27.996,1
6,42,25.89,1
6,43,31.395,1
6,44,30.758,1
6,45,34.965,1
6,46,28.092,1
6,47,35.671,1
6,48,33.44,1
6,49,28.458,1
6,50,31.18,1
6,51,26.946,1
6,52,35.838,1
6,53,26.713,1
6,54,25.164,1
6,55,27.341,1
6,56,25.209,1
6,57,33.467,1
6,58,24.109,1
6,59,33.167,1
6,60,35.491,1
7,1,28.699,1
7,2,29.21,1
7,3,30.929,1
7,4,34.623,1
7,5,31.414,1
7,6,28.464,1
7,7,35.911,1
7,8,32.906,1
7,9,28.767,1
7,10,24.287,1
7,11,34.898,1
7,12,33.729,1
7,13,29.115,1
7,14,26.28,1
7,15,33.456,1
7,16,31.61,1
7,17,33.306,1
7,18,24.553,1
7,19,29.159,1
7,20,27.838,1
7,21,25.352,1
7,22,25.213,1
7,23,26.956,1
7,24,27.993,1
7,25,29.506,1
7,26,31.072,1
7,27,26.36,1
7,28,27.743,1
7,29,34.044,1
7,30,25.105,1
7,31,24.446,1
7,32,35.419,1
7,33,33.347,1
7,34,32.236,1
7,35,24.524,1
7,36,29.463,1
7,37,24.689,1
7,38,28.196,1
7,39,34.299,1
7,40,31.632,1
7,41,30.8,1
7,42,35.773,1
7,43,31.344,1
7,44,25.569,1
7,45,32.784,1
7,46,32.771,1
7,47,24.105,1
7,48,34.006,1
7,49,28.825,1
7,50,24.05,1
7,51,29.827,1
7,52,24.032,1
7,53,31.076,1
7,54,34.336,1
7,55,25.436,1
7,56,25.893,1
7,57,35.673,1
7,58,25.187,1
7,59,29.667,1
7,60,26.464,1
8,1,30.949,1
8,2,34.317,1
8,3,35.567,1
8,4,34.883,1
8,5,30.669,1
8,6,35.267,1
8,7,35.895,1
8,8,25.902,1
8,9,28.892,1
8,10,32.209,1
8,11,28.99,1
8,12,26.057,1
8,13,31.752,1
8,14,32.294,1
8,15,31.063,1
8,16,24.161,1
8,17,26.655,1
8,18,25.245,1
8,19,30.596,1
8,20,31.391,1
8,21,32.16,1
8,22,33.776,1
8,23,31.134,1
8,24,32.626,1
8,25,28.862,1
8,26,27.622,1
8,27,33.938,1
8,28,33.984,1
8,29,34.889,1
8,30,29.462,1
8,31,34.573,1
8,32,32.443,1
8,33,30.075,1
8,34,25.049,1
8,35,29.294,1
8,36,28.269,1
8,37,28.482,1
8,38,29.892,1
8,39,33.116,1
8,40,26.457,1
8,41,27.444,1
8,42,33.078,1
8,43,33.229,1
8,44,27.584,1
8,45,24.489,1
8,46,26.215,1
8,47,24.033,1
8,48,26.477,1
8,49,34.857,1
8,50,30.593,1
8,51,35.434,1
8,52,31.125,1
8,53,24.242,1
8,54,29.717,1
8,55,35.937,1
8,56,36.019,1
8,57,26.387,1
8,58,33.184,1
8,59,31.302,1
8,60,34.523,1
9,1,35.254,1
9,2,34.64,1
9,3,35.758,1
9,4,28.551,1
9,5,25.652,1
9,6,29.644,1
9,7,31.94,1
9,8,35.909,1
9,9,28.962,1
9,10,24.622,1
9,11,29.764,1
9,12,29.51,1
9,13,28.211,1
9,14,34.285,1
9,15,27.547,1
9,16,25.427,1
9,17,32.343,1
9,18,34.79,1
9,19,33.701,1
9,20,25.349,1
9,21,33.76,1
9,22,26.444,1
9,23,24.51,1
9,24,30.413,1
9,25,28.495,1
9,26,28.843,1
9,27,32.428,1
9,28,24.507,1
9,29,31.703,1
9,30,29.872,1
9,31,35.852,1
9,32,35.717,1
9,33,27.192,1
9,34,24.321,1
9,35,25.27,1
9,36,29.62,1
9,37,24.324,1
9,38,31.182,1
9,39,25.07,1
9,40,31.882,1
9,41,28.647,1
9,42,32.857,1
9,43,24.747,1
9,44,29.305,1
9,45,27.399,1
9,46,26.15,1
9,47,31.961,1
9,48,34.749,1
9,49,24.868,1
9,50,32.029,1
9,51,32.749,1
9,52,33.545,1
9,53,24.179,1
9,54,25.398,1
9,55,35.23,1
9,56,28.343,1
9,57,26.6,1
9,58,28.949,1
9,59,30.237,1
9,60,32.383,1
10,1,29.173,1
10,2,31.509,1
10,3,33.194,1
10,4,35.618,1
10,5,31.589,1
10,6,35.122,1
10,7,28.622,1
10,8,34.315,1
10,9,33.11,1
10,10,35.684,1
10,11,29.734,1
10,12,28.25,1
10,13,30.464,1
10,14,24.751,1
10,15,26.377,1
10,16,27.983,1
10,17,33.626,1
10,18,33.963,1
10,19,33.77,1
10,20,24.459,1
10,21,26.146,1
10,22,32.927,1
10,23,27.325,1
10,24,35.626,1
10,25,31.37,1
10,26,26.893,1
10,27,24.153,1
10,28,25.881,1
10,29,30.7,1
10,30,32.715,1
10,31,24.324,1
10,32,29.638,1
10,33,27.602,1
10,34,26.721,1
10,35,24.355,1
10,36,34.157,1
10,37,27.589,1
10,38,24.321,1
10,39,32.598,1
10,40,25.127,1
10,41,35.336,1
10,42,36.007,1
10,43,34.266,1
10,44,26.917,1
10,45,31.703,1
10,46,35.514,1
10,47,28.301,1
10,48,35.584,1
10,49,31.816,1
10,50,33.756,1
10,51,35.691,1
10,52,25.513,1
10,53,30.55,1
10,54,33.306,1
10,55,32.979,1
10,56,24.05,1
10,57,32.831,1
10,58,29.241,1
10,59,35.454,1
10,60,25.873,1
11,1,35.262,1
11,2,35.681,1
11,3,31.085,1
11,4,30.259,1
11,5,24.137,1
11,6,27.077,1
11,7,25.777,1
11,8,33.148,1
11,9,24.797,1
11,10,26.28,1
11,11,33.383,1
11,12,28.548,1
11,13,26.742,1
11,14,35.915,1
11,15,30.384,1
11,16,31.672,1
11,17,24.011,1
11,18,33.045,1
11,19,33.563,1
11,20,33.943,1
11,21,31.34,1
11,22,24.498,1
11,23,31.793,1
11,24,34.646,1
11,25,26.816,1
11,26,33.873,1
11,27,26.529,1
11,28,35.271,1
11,29,30.506,1
11,30,29.624,1
11,31,32.462,1
11,32,33.047,1
11,33,29.116,1
11,34,26.238,1
11,35,28.184,1
11,36,32.062,1
11,37,28.333,1
11,38,30.979,1
11,39,33.22,1
11,40,24.251,1
11,41,27.174,1
11,42,32.119,1
11,43,24.526,1
11,44,30.832,1
11,45,27.505,1
11,46,26.01,1
11,47,25.224,1
11,48,24.114,1
11,49,29.496,1
11,50,26.23,1
11,51,30.546,1
11,52,24.826,1
11,53,29.907,1
11,54,28.095,1
11,55,31.562,1
11,56,26.408,1
11,57,34.133,1
11,58,28.192,1
11,59,30.293,1
11,60,29.411,1
12,1,26.712,1
12,2,24.097,1
12,3,30.021,1
12,4,29.942,1
12,5,31.546,1
12,6,33.767,1
12,7,26.752,1
12,8,28.729,1
12,9,26.058,1
12,10,35.705,1
12,11,33.797,1
12,12,25.07,1
12,13,33.043,1
12,14,25.811,1
12,15,33.048,1
12,16,26.13,1
12,17,34.115,1
12,18,31.865,1
12,19,29.307,1
12,20,35.858,1
12,21,28.523,1
12,22,28.844,1
12,23,29.064,1
12,24,29.928,1
12,25,25.607,1
12,26,29.227,1
12,27,35.836,1
12,28,25.363,1
12,29,29.956,1
12,30,26.747,1
12,31,27.859,1
12,32,34.651,1
12,33,24.142,1
12,34,31.652,1
12,35,34.327,1
12,36,25.047,1
12,37,32.133,1
12,38,32.373,1
12,39,35.288,1
12,40,33.87,1
12,41,27.621,1
12,42,25.37,1
12,43,30.038,1
12,44,31.027,1
12,45,35.087,1
12,46,32.32,1
12,47,35.201,1
12,48,28.521,1
12,49,31.406,1
12,50,29.793,1
12,51,32.47,1
12,52,28.197,1
12,53,31.919,1
12,54,35.486,1
12,55,24.267,1
12,56,30.708,1
12,57,28.935,1
12,58,35.511,1
12,59,24.769,1
12,60,33.887,1
13,1,34.23,1
13,2,32.878,1
13,3,24.246,1
13,4,26.904,1
13,5,25.868,1
13,6,34.054,1
13,7,30.892,1
13,8,28.729,1
13,9,26.849,1
13,10,25.112,1
13,11,35.594,1
13,12,32.894,1
13,13,31.672,1
13,14,31.095,1
13,15,27.855,1
13,16,27.389,1
13,17,32.38,1
13,18,33.363,1
13,19,28.675,1
13,20,35.919,1
13,21,28.651,1
13,22,31.077,1
13,23,27.936,1
13,24,24.473,1
13,25,32.836,1
13,26,33.608,1
13,27,32.739,1
13,28,28.557,1
13,29,26.698,1
13,30,29.372,1
13,31,30.034,1
13,32,32.171,1
13,33,25.157,1
13,34,30.749,1
13,35,33.876,1
13,36,26.079,1
13,37,35.334,1
13,38,36.008,1
13,39,32.683,1
13,40,29.169,1
13,41,30.093,1
13,42,31.965,1
13,43,30.902,1
13,44,31.138,1
13,45,25.207,1
13,46,34.737,1
13,47,24.513,1
13,48,25.369,1
13,49,30.39,1
13,50,27.58,1
13,51,32.59,1
13,52,30.063,1
13,53,35.501,1
13,54,33.842,1
13,55,24.345,1
13,56,25.839,1
13,57,30.818,1
13,58,27.583,1
13,59,32.332,1
13,60,32.761,1
14,1,30.145,1
14,2,28.203,1
14,3,26.522,1
14,4,26.351,1
14,5,35.469,1
14,6,33.476,1
14,7,32.439,1
14,8,35.917,1
14,9,32.297,1
14,10,29.055,1
14,11,31.981,1
14,12,28.461,1
14,13,26.554,1
14,14,29.668,1
14,15,33.849,1
14,16,29.804,1
14,17,31.695,1
14,18,29.062,1
14,19,32.697,1
14,20,26.026,1
14,21,28.942,1
14,22,30.533,1
14,23,27.338,1
14,24,24.66,1
14,25,25.883,1
14,26,35.08,1
14,27,33.721,1
14,28,35.332,1
14,29,31.803,1
14,30,26.676,1
14,31,34.365,1
14,32,24.403,1
14,33,26.834,1
14,34,24.204,1
14,35,28.606,1
14,36,24.445,1
14,37,32.09,1
14,38,34.998,1
14,39,29.092,1
14,40,31.953,1
14,41,32.988,1
14,42,27.675,1
14,43,24.453,1
14,44,30.581,1
14,45,31.384,1
14,46,35.945,1
14,47,30.372,1
14,48,25.957,1
14,49,26.85,1
14,50,29.773,1
14,51,32.371,1
14,52,32.304,1
14,53,34.256,1
14,54,26.572,1
14,55,26.776,1
14,56,29.276,1
14,57,34.266,1
14,58,30.66,1
14,59,35.374,1
14,60,33.8,1
15,1,24.054,1
15,2,33.004,1
15,3,35.492,1
15,4,28.563,1
15,5,28.766,1
15,6,32.515,1
15,7,29.981,1
15,8,24.317,1
15,9,24.433,1
15,10,34.144,1
15,11,30.36,1
15,12,33.723,1
15,13,29.948,1
15,14,33.188,1
15,15,33.217,1
15,16,29.35,1
15,17,30.026,1
15,18,25.274,1
15,19,27.84,1
15,20,24.559,1
15,21,34.893,1
15,22,27.376,1
15,23,30.955,1
15,24,24.954,1
15,25,34.879,1
15,26,29.002,1
15,27,30.096,1
15,28,25.279,1
15,29,35.329,1
15,30,27.352,1
15,31,24.031,1
15,32,28.037,1
15,33,26.294,1
15,34,29.507,1
15,35,29.736,1
15,36,30.086,1
15,37,24.252,1
15,38,31.045,1
15,39,27.723,1
15,40,25.711,1
15,41,28.309,1
15,42,34.63,1
15,43,28.103,1
15,44,32.556,1
15,45,28.126,1
15,46,33.751,1
15,47,24.608,1
15,48,32.504,1
15,49,26.349,1
15,50,25.156,1
15,51,30.994,1
15,52,26.435,1
15,53,32.29,1
15,54,35.319,1
15,55,27.217,1
15,56,34.746,1
15,57,25.747,1
15,58,31.951,1
15,59,33.857,1
15,60,25.996,1
16,1,28.194,1
16,2,30.799,1
16,3,33.901,1
16,4,26.718,1
16,5,27.538,1
16,6,28.081,1
16,7,32.55,1
16,8,33.745,1
16,9,26.044,1
16,10,32.677,1
16,11,34.325,1
16,12,30.253,1
16,13,29.817,1
16,14,33.027,1
16,15,35.613,1
16,16,27.679,1
16,17,32.85,1
16,18,28.427,1
16,19,28.512,1
16,20,25.592,1
16,21,30.614,1
16,22,31.882,1
16,23,29.906,1
16,24,28.275,1
16,25,31.983,1
16,26,29.819,1
16,27,35.344,1
16,28,34.161,1
16,29,32.259,1
16,30,34.434,1
16,31,31.988,1
16,32,28.588,1
16,33,24.393,1
16,34,33.485,1
16,35,30.38,1
16,36,28.367,1
16,37,35.227,1
16,38,33.475,1
16,39,32.693,1
16,40,28.143,1
16,41,35.238,1
16,42,25.1,1
16,43,29.569,1
16,44,29.413,1
16,45,33.486,1
16,46,30.795,1
16,47,27.453,1
16,48,26.217,1
16,49,25.755,1
16,50,27.184,1
16,51,30.068,1
16,52,32.142,1
16,53,35.41,1
16,54,34.595,1
16,55,24.051,1
16,56,34.664,1
16,57,35.254,1
16,58,34.101,1
16,59,24.775,1
16,60,33.66,1
17,1,26.038,1
17,2,28.323,1
17,3,27.817,1
17,4,26.076,1
17,5,35.83,1
17,6,26.764,1
17,7,30.383,1
17,8,33.385,1
17,9,27.097,1
17,10,31.264,1
17,11,28.322,1
17,12,33.85,1
17,13,29.241,1
17,14,30.971,1
17,15,32.715,1
17,16,28.576,1
17,17,26.168,1
17,18,34.284,1
17,19,35.717,1
17,20,31.157,1
17,21,24.953,1
17,22,26.829,1
17,23,29.83,1
17,24,29.43,1
17,25,27.683,1
17,26,27.33,1
17,27,34.336,1
17,28,34.019,1
17,29,31.73,1
17,30,34.16,1
17,31,28.497,1
17,32,33.553,1
17,33,33.233,1
17,34,34.443,1
17,35,34.073,1
17,36,31.413,1
17,37,26.658,1
17,38,24.927,1
17,39,30.138,1
17,40,32.022,1
17,41,35.407,1
17,42,35.972,1
17,43,26.997,1
17,44,31.196,1
17,45,33.965,1
17,46,35.723,1
17,47,30.312,1
17,48,35.008,1
17,49,25.177,1
17,50,30.663,1
17,51,29.704,1
17,52,29.319,1
17,53,24.864,1
17,54,35.074,1
17,55,31.739,1
17,56,32.713,1
17,57,24.841,1
17,58,33.074,1
17,59,30.905,1
17,60,34.686,1
18,1,35.481,1
18,2,26.895,1
18,3,34.751,1
18,4,36.026,1
18,5,26.22,1
18,6,30.377,1
18,7,24.754,1
18,8,29.35,1
18,9,33.6,1
18,10,29.105,1
18,11,29.262,1
18,12,28.441,1
18,13,26.611,1
18,14,30.919,1
18,15,33.644,1
18,16,32.477,1
18,17,27.569,1
18,18,35.691,1
18,19,24.327,1
18,20,33.789,1
18,21,30.149,1
18,22,24.025,1
18,23,24.21,1
18,24,27.449,1
18,25,32.32,1
18,26,34.435,1
18,27,31.084,1
18,28,35.061,1
18,29,26.616,1
18,30,31.571,1
18,31,29.401,1
18,32,28.842,1
18,33,24.853,1
18,34,32.147,1
18,35,35.161,1
18,36,33.117,1
18,37,31.901,1
18,38,34.694,1
18,39,31.391,1
18,40,24.565,1
18,41,33.593,1
18,42,27.269,1
18,43,30.753,1
18,44,28.685,1
18,45,33.719,1
18,46,28.373,1
18,47,26.491,1
18,48,33.816,1
18,49,24.686,1
18,50,26.086,1
18,51,32.141,1
18,52,35.942,1
18,53,35.085,1
18,54,35.385,1
18,55,31.401,1
18,56,28.159,1
18,57,30.459,1
18,58,30.368,1
18,59,26.541,1
18,60,31.422,1
19,1,27.1,1
19,2,31.52,1
19,3,30.804,1
19,4,28.593,1
19,5,26.698,1
19,6,32.526,1
19,7,24.736,1
19,8,30.774,1
19,9,35.437,1
19,10,34.753,1
19,11,34.751,1
19,12,29.637,1
19,13,28.014,1
19,14,30.325,1
19,15,28.963,1
19,16,28.644,1
19,17,35.972,1
19,18,33.462,1
19,19,29.266,1
19,20,27.203,1
19,21,28.291,1
19,22,25.052,1
19,23,26.388,1
19,24,30.308,1
19,25,28.341,1
19,26,30.477,1
19,27,24.711,1
19,28,29.925,1
19,29,26.865,1
19,30,27.2,1
19,31,32.203,1
19,32,30.661,1
19,33,26.777,1
19,34,34.475,1
19,35,33.458,1
19,36,29.877,1
19,37,32.149,1
19,38,33.582,1
19,39,25.934,1
19,40,24.794,1
19,41,28.382,1
19,42,34.833,1
19,43,25.001,1
19,44,28.938,1
19,45,30.651,1
19,46,36.023,1
19,47,33.66,1
19,48,26.089,1
19,49,31.034,1
19,50,32.134,1
19,51,26.967,1
19,52,24.556,1
19,53,29.704,1
19,54,25.543,1
19,55,31.222,1
19,56,31.673,1
19,57,28.734,1
19,58,28.061,1
19,59,35.107,1
19,60,27.085,1
20,1,29.497,1
20,2,28.132,1
20,3,29.446,1
20,4,31.488,1
20,5,32.526,1
20,6,34.847,1
20,7,33.078,1
20,8,24.493,1
20,9,32.712,1
20,10,27.704,1
20,11,28.501,1
20,12,24.885,1
20,13,32.748,1
20,14,32.072,1
20,15,25.774,1
20,16,26.773,1
20,17,31.6,1
20,18,28.945,1
20,19,33.93,1
20,20,32.702,1
20,21,34.994,1
20,22,27.26,1
20,23,26.024,1
20,24,33.657,1
20,25,32.652,1
20,26,31.416,1
20,27,26.044,1
20,28,32.635,1
20,29,25.373,1
20,30,27.717,1
20,31,30.757,1
20,32,33.909,1
20,33,34.654,1
20,34,35.233,1
20,35,27.099,1
20,36,34.493,1
20,37,33.55,1
20,38,31.931,1
20,39,34.778,1
20,40,24.173,1
20,41,32.303,1
20,42,30.216,1
20,43,25.566,1
20,44,30.603,1
20,45,28.809,1
20,46,28.493,1
20,47,34.009,1
20,48,35.342,1
20,49,33.367,1
20,50,28.651,1
20,51,34.276,1
20,52,25.948,1
20,53,34.236,1
20,54,26.598,1
20,55,30.236,1
20,56,34.087,1
20,57,29.207,1
20,58,33.366,1
20,59,29.743,1
20,60,27.676,1
21,1,25.795,1
21,2,33.912,1
21,3,25.332,1
21,4,24.43,1
21,5,26.982,1
21,6,25.38,1
21,7,25.341,1
21,8,30.113,1
21,9,25.444,1
21,10,29.916,1
21,11,29.008,1
21,12,24.478,1
21,13,35.215,1
21,14,31.253,1
21,15,25.672,1
21,16,31.354,1
21,17,27.296,1
21,18,31.008,1
21,19,31.973,1
21,20,26.611,1
21,21,26.8,1
21,22,29.5,1
21,23,30.553,1
21,24,33.304,1
21,25,33.569,1
21,26,30.762,1
21,27,28.736,1
21,28,25.354,1
21,29,35.881,1
21,30,32.995,1
21,31,28.488,1
21,32,25.188,1
21,33,31.892,1
21,34,31.937,1
21,35,29.869,1
21,36,28.709,1
21,37,27.6,1
21,38,34.489,1
21,39,27.736,1
21,40,34.734,1
21,41,34.265,1
21,42,25.841,1
21,43,27.651,1
21,44,28.865,1
21,45,34.081,1
21,46,31.85,1
21,47,28.719,1
21,48,30.452,1
21,49,33.3,1
21,50,27.352,1
21,51,35.406,1
21,52,28.572,1
21,53,27.192,1
21,54,24.729,1
21,55,34.033,1
21,56,35.995,1
21,57,32.163,1
21,58,33.221,1
21,59,32.091,1
21,60,26.898,1
22,1,33.465,1
22,2,30.777,1
22,3,35.904,1
22,4,35.445,1
22,5,27.888,1
22,6,24.004,1
22,7,28.706,1
22,8,24.54,1
22,9,33.938,1
22,10,25.146,1
22,11,29.198,1
22,12,30.52,1
22,13,32.294,1
22,14,33.672,1
22,15,27.924,1
22,16,24.622,1
22,17,33.948,1
22,18,31.916,1
22,19,25.954,1
22,20,33.096,1
22,21,34.238,1
22,22,34.215,1
22,23,33.346,1
22,24,28.984,1
22,25,26.142,1
22,26,30.509,1
22,27,35.308,1
22,28,29.158,1
22,29,35.577,1
22,30,32.334,1
22,31,24.169,1
22,32,29.955,1
22,33,27.192,1
22,34,26.055,1
22,35,32.897,1
22,36,34.501,1
22,37,28.462,1
22,38,29.248,1
22,39,27.616,1
22,40,33.712,1
22,41,31.768,1
22,42,31.009,1
22,43,28.026,1
22,44,25.581,1
22,45,34.306,1
22,46,24.126,1
22,47,24.415,1
22,48,31.001,1
22,49,28.2,1
22,50,30.233,1
22,51,24.043,1
22,52,34.328,1
22,53,35.955,1
22,54,25.043,1
22,55,24.235,1
22,56,35.536,1
22,57,27.662,1
22,58,25.786,1
22,59,28.351,1
22,60,33.879,1
23,1,31.701,1
23,2,31.347,1
23,3,34.34,1
23,4,33.658,1
23,5,34.701,1
23,6,29.079,1
23,7,27.826,1
23,8,24.356,1
23,9,30.62,1
23,10,35.59,1
23,11,29.74,1
23,12,25.747,1
23,13,31.305,1
23,14,24.443,1
23,15,25.904,1
23,16,29.909,1
23,17,25.367,1
23,18,32.978,1
23,19,33.141,1
23,20,27.018,1
23,21,34.669,1
23,22,24.452,1
23,23,33.036,1
23,24,31.074,1
23,25,26.619,1
23,26,26.301,1
23,27,27.944,1
23,28,27.714,1
23,29,24.103,1
23,30,24.476,1
23,31,34.587,1
23,32,24.989,1
23,33,26.846,1
23,34,26.36,1
23,35,29.175,1
23,36,33.005,1
23,37,25.878,1
23,38,24.906,1
23,39,32.433,1
23,40,32.958,1
23,41,25.729,1
23,42,35.843,1
23,43,35.585,1
23,44,26.193,1
23,45,31.106,1
23,46,24.816,1
23,47,27.899,1
23,48,31.309,1
23,49,33.036,1
23,50,28.69,1
23,51,31.391,1
23,52,35.684,1
23,53,35.459,1
23,54,35.166,1
23,55,30.269,1
23,56,34.17,1
23,57,24.86,1
23,58,33.245,1
23,59,25.618,1
23,60,28.997,1
24,1,32.261,1
24,2,27.333,1
24,3,30.694,1
24,4,27.333,1
24,5,33.718,1
24,6,30.397,1
24,7,32.778,1
24,8,30.89,1
24,9,31.15,1
24,10,33.562,1
24,11,25.745,1
24,12,29.968,1
24,13,35.612,1
24,14,27.705,1
24,15,30.996,1
