date,year,day,month,week,product,color,size,quantity,salesprice
1454284800,2016,1,2,6,PANTS,1,S,3,27.30
1454284800,2016,1,2,6,PANTS,1,S,1,27.30
1454284800,2016,1,2,6,PANTS,1,S,1,27.30
1454284800,2016,1,2,6,PANTS,1,S,1,42.00
1454284800,2016,1,2,6,PANTS,1,XL,2,27.30
1454284800,2016,1,2,6,PANTS,1,XL,1,42.00
1454284800,2016,1,2,6,PANTS,1,XL,1,42.00
1454284800,2016,1,2,6,PANTS,1,L,1,29.25
1454284800,2016,1,2,6,BERMUDA,1,XL,2,26.00
1454284800,2016,1,2,6,PANTS,1,L,1,29.25
1454284800,2016,1,2,6,PANTS,1,M,3,29.25
1454284800,2016,1,2,6,PANTS,1,M,1,27.00
1454284800,2016,1,2,6,PANTS,1,M,1,29.25
1454284800,2016,1,2,6,PANTS,1,S,1,29.25
1454284800,2016,1,2,6,PANTS,1,XS,1,22.50
1454284800,2016,1,2,6,LONG LEGGING,513,L,1,45.00
1454284800,2016,1,2,6,LONG LEGGING,513,M,1,38.25
1454284800,2016,1,2,6,LONG LEGGING,513,S,1,45.00
1454284800,2016,1,2,6,SPORTBRA CUT AND SEW,1,38,1,39.00
1454284800,2016,1,2,6,SPORTBRA CUT AND SEW,1,42,1,39.00
1454284800,2016,1,2,6,SPORTBRA CUT AND SEW,10,42,1,39.00
1454284800,2016,1,2,6,SPORTBRA CUT AND SEW,17,42,1,39.00
1454371200,2016,2,2,6,S/S TOP,194,M,1,26.00
1454371200,2016,2,2,6,JACKETS,1,L,1,36.00
1454371200,2016,2,2,6,LONG LEGGING,1,M,1,32.50
1454371200,2016,2,2,6,LONG LEGGING,1,S,1,50.00
1454371200,2016,2,2,6,PANTS,648,L,1,35.75
1454371200,2016,2,2,6,PANTS,1,M,1,55.00
1454371200,2016,2,2,6,SHORT,1,XL,2,26.00
1454371200,2016,2,2,6,LONG LEGGING,1,L,2,50.00
1454371200,2016,2,2,6,CAPRI,1,L,1,32.50
1454371200,2016,2,2,6,CAPRI,1,L,1,32.50
1454371200,2016,2,2,6,CAPRI,648,L,1,32.50
1454371200,2016,2,2,6,CAPRI,648,S,1,50.00
1454371200,2016,2,2,6,SKORT,1,S,1,29.25
1454371200,2016,2,2,6,SKORT,648,L,1,29.25
1454371200,2016,2,2,6,PANTS,1,L,1,70.00
1454371200,2016,2,2,6,PANTS,1,L,1,35.75
1454371200,2016,2,2,6,PANTS,1,M,1,55.00
1454371200,2016,2,2,6,TANK,10,S,1,40.00
1454371200,2016,2,2,6,L/S TOP,43X,S,1,45.00
1454371200,2016,2,2,6,SHORT,43L,M,1,21.99
1454371200,2016,2,2,6,SHORT,05N,S,1,21.99
1454371200,2016,2,2,6,SHORT,05N,S,1,21.99
1454371200,2016,2,2,6,LONG LEGGING,09W,XS,1,45.00
1454371200,2016,2,2,6,CAPRI,509,S,1,42.00
1454371200,2016,2,2,6,LONG LEGGING,1,S,1,45.00
1454371200,2016,2,2,6,CAPRI,0CR,S,1,42.00
1454371200,2016,2,2,6,CAPRI,0CA,M,1,42.00
1454371200,2016,2,2,6,S/S TOP,194,L,1,12.34
1454371200,2016,2,2,6,S/S TOP,24B,L,1,12.34
1454371200,2016,2,2,6,S/S TOP,21B,S,1,36.99
1454371200,2016,2,2,6,S/S TOP,32B,S,1,36.99
1454371200,2016,2,2,6,TANK,41H,S,1,10.39
1454371200,2016,2,2,6,TANK,23G,S,1,10.39
1454371200,2016,2,2,6,TANK,31B,S,1,8.99
1454371200,2016,2,2,6,S/S TOP,93C,XL,1,19.50
1454371200,2016,2,2,6,TANK,33D,XL,1,30.99
1454371200,2016,2,2,6,TANK,805,XL,1,45.00
1454371200,2016,2,2,6,CAPRI,00M,S,1,42.00
1454371200,2016,2,2,6,PANTS,1,L,1,45.00
1454371200,2016,2,2,6,SPORTBRA CUT AND SEW,1,S,1,26.00
1454371200,2016,2,2,6,SPORTBRA CUT AND SEW,904,M,1,45.00
1454371200,2016,2,2,6,JACKETS,1,S,1,39.00
1454371200,2016,2,2,6,LONG LEGGING,1,S,1,29.25
1454371200,2016,2,2,6,LONG LEGGING,1,XL,1,29.25
1454371200,2016,2,2,6,CAPRI,1,L,3,27.30
1454371200,2016,2,2,6,CAPRI,1,M,3,27.30
1454371200,2016,2,2,6,CAPRI,1,S,3,27.30
1454371200,2016,2,2,6,CAPRI,999,L,1,27.30
1454371200,2016,2,2,6,SHORT,1,S,1,40.00
1454371200,2016,2,2,6,PANTS,1,L,2,42.00
1454371200,2016,2,2,6,PANTS,1,L,1,27.30
1454371200,2016,2,2,6,PANTS,1,M,1,27.30
1454371200,2016,2,2,6,PANTS,1,M,1,27.30
1454371200,2016,2,2,6,PANTS,1,M,2,42.00
1454371200,2016,2,2,6,PANTS,1,XL,1,27.30
1454371200,2016,2,2,6,BERMUDA,1,S,1,40.00
1454371200,2016,2,2,6,BERMUDA,1,XL,1,26.00
1454371200,2016,2,2,6,PANTS,1,L,2,29.25
1454371200,2016,2,2,6,PANTS,1,M,2,29.25
1454371200,2016,2,2,6,PANTS,1,S,1,29.25
1454457600,2016,3,2,6,TANK,42X,M,1,55.00
1454457600,2016,3,2,6,S/S TOP,194,M,1,40.00
1454457600,2016,3,2,6,S/S TOP,513,M,1,30.00
1454457600,2016,3,2,6,PANTS,1,L,1,55.00
1454457600,2016,3,2,6,PANTS,1,XL,2,55.00
1454457600,2016,3,2,6,LONG LEGGING,1,M,1,32.50
1454457600,2016,3,2,6,CAPRI,1,S,2,50.00
1454457600,2016,3,2,6,CAPRI,1,L,1,50.00
1454457600,2016,3,2,6,LONG LEGGING,1,M,1,32.50
1454457600,2016,3,2,6,CAPRI,648,S,1,50.00
1454457600,2016,3,2,6,PANTS,1,L,1,70.00
1454457600,2016,3,2,6,PANTS,1,XL,4,55.00
1454457600,2016,3,2,6,PANTS,1,M,2,55.00
1454457600,2016,3,2,6,PANTS,1,S,2,38.50
1454457600,2016,3,2,6,PANTS,1,S,1,30.00
1454457600,2016,3,2,6,PANTS,193,2X,2,48.44
1454457600,2016,3,2,6,PANTS,668,1X,1,52.00
1454457600,2016,3,2,6,CAPRI,46X,S,1,42.00
1454457600,2016,3,2,6,LONG LEGGING,1,L,1,33.99
1454457600,2016,3,2,6,LONG LEGGING,1,XL,1,45.00
1454457600,2016,3,2,6,LONG LEGGING,1,XL,1,45.00
1454457600,2016,3,2,6,LONG LEGGING,513,M,1,31.50
1454457600,2016,3,2,6,LONG LEGGING,06V,M,1,45.00
1454457600,2016,3,2,6,LONG LEGGING,0AJ,M,1,31.50
1454457600,2016,3,2,6,CAPRI,21E,XS,1,20.79
1454457600,2016,3,2,6,CAPRI,361,XS,1,20.79
1454457600,2016,3,2,6,CAPRI,58C,XS,1,27.30
1454457600,2016,3,2,6,CAPRI,733,XS,1,27.30
1454457600,2016,3,2,6,LONG LEGGING,303,M,1,31.50
1454457600,2016,3,2,6,LONG LEGGING,04H,L,1,29.25
1454457600,2016,3,2,6,TANK,22E,L,1,12.34
1454457600,2016,3,2,6,TANK,34D,L,1,12.34
1454457600,2016,3,2,6,TANK,1,XS,1,45.00
1454457600,2016,3,2,6,SPORTBRA CUT AND SEW,98C,XS,1,14.29
1454457600,2016,3,2,6,CAPRI,1,S,1,42.00
1454457600,2016,3,2,6,CAPRI,00M,L,1,27.30
1454457600,2016,3,2,6,CAPRI,00M,XS,1,27.30
1454457600,2016,3,2,6,CAPRI,00M,XS,1,27.30
1454457600,2016,3,2,6,CAPRI,361,XS,1,27.30
1454457600,2016,3,2,6,LONG LEGGING,668,M,1,31.50
1454457600,2016,3,2,6,SPORTBRA CUT AND SEW,303,XL,3,38.25
1454457600,2016,3,2,6,SHORT,1,L,2,30.00
1454457600,2016,3,2,6,PANTS,999,L,1,35.75
1454457600,2016,3,2,6,PANTS,1,XL,1,27.30
1454457600,2016,3,2,6,CAPRI,1,L,1,35.70
1454457600,2016,3,2,6,CAPRI,999,XL,1,42.00
1454457600,2016,3,2,6,PANTS,1,M,1,55.00
1454457600,2016,3,2,6,PANTS,1,M,1,45.00
1454457600,2016,3,2,6,PANTS,1,S,1,45.00
1454457600,2016,3,2,6,LONG LEGGING,513,S,1,38.25
1454457600,2016,3,2,6,SPORTBRA CUT AND SEW,25C,42,1,42.00
1454457600,2016,3,2,6,SPORTBRA CUT AND SEW,545,42,1,42.00
1454544000,2016,4,2,6,S/S TOP,40B,M,1,24.99
1454544000,2016,4,2,6,JACKETS,648,XL,1,60.00
1454544000,2016,4,2,6,LONG LEGGING,1,L,1,42.50
1454544000,2016,4,2,6,PANTS,1,M,1,38.50
1454544000,2016,4,2,6,CAPRI,648,M,1,35.00
1454544000,2016,4,2,6,SHORT,1,M,1,28.00
1454544000,2016,4,2,6,LONG LEGGING,805,XL,1,42.50
1454544000,2016,4,2,6,LONG LEGGING,1,L,2,42.50
1454544000,2016,4,2,6,LONG LEGGING,1,L,2,50.00
1454544000,2016,4,2,6,LONG LEGGING,1,L,2,35.00
1454544000,2016,4,2,6,LONG LEGGING,1,M,2,35.00
1454544000,2016,4,2,6,CAPRI,1,XL,1,50.00
1454544000,2016,4,2,6,CAPRI,182,M,1,35.00
1454544000,2016,4,2,6,CAPRI,26E,M,1,35.00
1454544000,2016,4,2,6,CAPRI,26E,S,1,35.00
1454544000,2016,4,2,6,CAPRI,805,L,1,35.00
1454544000,2016,4,2,6,CAPRI,94C,XL,1,26.59
1454544000,2016,4,2,6,CAPRI,1,L,1,42.50
1454544000,2016,4,2,6,CAPRI,1,XL,1,50.00
1454544000,2016,4,2,6,LONG LEGGING,1,L,1,50.00
1454544000,2016,4,2,6,PANTS,1,M,2,49.00
1454544000,2016,4,2,6,PANTS,1,XL,1,49.00
1454544000,2016,4,2,6,PANTS,1,XL,1,33.00
1454544000,2016,4,2,6,PANTS,1,M,1,55.00
1454544000,2016,4,2,6,PANTS,1,XL,1,38.50
1454544000,2016,4,2,6,PANTS,1,M,1,38.50
1454544000,2016,4,2,6,PANTS,1,M,1,38.50
1454544000,2016,4,2,6,PANTS,648,M,1,38.50
1454544000,2016,4,2,6,CAPRI,08E,L,1,30.00
1454544000,2016,4,2,6,LONG LEGGING,1,0X,1,35.00
1454544000,2016,4,2,6,LONG LEGGING,1,1X,1,50.00
1454544000,2016,4,2,6,PANTS,513,1X,1,36.40
1454544000,2016,4,2,6,PANTS,513,1X,1,36.40
1454544000,2016,4,2,6,S/S TOP,1,1X,1,19.80
1454544000,2016,4,2,6,S/S TOP,69B,1X,1,19.80
1454544000,2016,4,2,6,L/S TOP,182,3X,1,50.00
1454544000,2016,4,2,6,CAPRI,1,S,1,35.00
1454544000,2016,4,2,6,LONG LEGGING,1,L,1,38.25
1454544000,2016,4,2,6,LONG LEGGING,1,L,1,45.00
1454544000,2016,4,2,6,TANK,1,M,1,28.00
1454544000,2016,4,2,6,TANK,41X,1X,1,26.40
1454544000,2016,4,2,6,CAPRI,303,L,1,22.39
1454544000,2016,4,2,6,LONG LEGGING,01O,XL,1,33.99
1454544000,2016,4,2,6,CAPRI,733,L,1,29.40
1454544000,2016,4,2,6,PANTS,1,M,1,45.00
1454544000,2016,4,2,6,JACKETS,1,M,1,58.00
1454544000,2016,4,2,6,SPORTBRA CUT AND SEW,648,XL,1,28.00
1454544000,2016,4,2,6,PANTS,1,M,1,42.00
1454544000,2016,4,2,6,LONG LEGGING,1,S,1,45.00
1454544000,2016,4,2,6,CAPRI,999,L,1,42.00
1454544000,2016,4,2,6,PANTS,1,S,1,42.00
1454544000,2016,4,2,6,BERMUDA,1,M,1,28.00
1454544000,2016,4,2,6,PANTS,1,S,1,55.00
1454544000,2016,4,2,6,PANTS,1,S,1,45.00
1454544000,2016,4,2,6,CAPRI,04N,M,1,34.99
1454630400,2016,5,2,6,S/S TOP,279,M,1,30.00
1454630400,2016,5,2,6,S/S TOP,279,S,1,30.00
1454630400,2016,5,2,6,JACKETS,1,M,1,42.00
1454630400,2016,5,2,6,JACKETS,1,XL,1,60.00
1454630400,2016,5,2,6,LONG LEGGING,1,XL,1,35.00
1454630400,2016,5,2,6,PANTS,648,L,1,46.75
1454630400,2016,5,2,6,PANTS,648,XL,1,55.00
1454630400,2016,5,2,6,PANTS,648,XL,1,55.00
1454630400,2016,5,2,6,PANTS,1,L,1,46.75
1454630400,2016,5,2,6,PANTS,1,L,1,55.00
1454630400,2016,5,2,6,PANTS,1,XL,1,55.00
1454630400,2016,5,2,6,CAPRI,1,M,1,35.00
1454630400,2016,5,2,6,CAPRI,1,XL,2,50.00
1454630400,2016,5,2,6,CAPRI,1,XL,1,35.00
1454630400,2016,5,2,6,LONG LEGGING,1,L,1,28.00
1454630400,2016,5,2,6,LONG LEGGING,1,L,1,28.00
1454630400,2016,5,2,6,LONG LEGGING,1,L,1,28.00
1454630400,2016,5,2,6,LONG LEGGING,1,L,1,28.00
1454630400,2016,5,2,6,LONG LEGGING,1,L,1,28.00
1454630400,2016,5,2,6,LONG LEGGING,1,L,1,28.00
1454630400,2016,5,2,6,LONG LEGGING,1,L,1,28.00
1454630400,2016,5,2,6,LONG LEGGING,1,L,1,28.00
1454630400,2016,5,2,6,LONG LEGGING,1,L,3,28.00
1454630400,2016,5,2,6,LONG LEGGING,1,M,1,28.00
1454630400,2016,5,2,6,LONG LEGGING,1,M,1,28.00
1454630400,2016,5,2,6,LONG LEGGING,1,M,1,28.00
1454630400,2016,5,2,6,LONG LEGGING,1,M,1,28.00
1454630400,2016,5,2,6,LONG LEGGING,1,M,1,28.00
1454630400,2016,5,2,6,LONG LEGGING,1,M,1,28.00
1454630400,2016,5,2,6,LONG LEGGING,1,S,2,28.00
1454630400,2016,5,2,6,LONG LEGGING,1,S,1,28.00
1454630400,2016,5,2,6,LONG LEGGING,1,S,1,28.00
1454630400,2016,5,2,6,LONG LEGGING,1,S,1,28.00
1454630400,2016,5,2,6,LONG LEGGING,1,S,1,28.00
1454630400,2016,5,2,6,LONG LEGGING,1,XL,5,28.00
1454630400,2016,5,2,6,LONG LEGGING,1,XL,3,28.00
1454630400,2016,5,2,6,LONG LEGGING,1,XL,2,28.00
1454630400,2016,5,2,6,LONG LEGGING,1,XL,3,28.00
1454630400,2016,5,2,6,LONG LEGGING,1,XL,1,28.00
1454630400,2016,5,2,6,LONG LEGGING,1,XL,1,28.00
1454630400,2016,5,2,6,LONG LEGGING,1,XL,1,28.00
1454630400,2016,5,2,6,LONG LEGGING,648,L,1,28.00
1454630400,2016,5,2,6,LONG LEGGING,648,M,2,28.00
1454630400,2016,5,2,6,LONG LEGGING,648,M,1,28.00
1454630400,2016,5,2,6,LONG LEGGING,648,M,1,28.00
1454630400,2016,5,2,6,LONG LEGGING,648,M,1,28.00
1454630400,2016,5,2,6,LONG LEGGING,648,S,1,28.00
1454630400,2016,5,2,6,LONG LEGGING,648,S,1,28.00
1454630400,2016,5,2,6,LONG LEGGING,648,XL,1,28.00
1454630400,2016,5,2,6,CAPRI,1,M,1,35.00
1454630400,2016,5,2,6,CAPRI,648,XL,1,50.00
1454630400,2016,5,2,6,SKORT,1,M,1,45.00
1454630400,2016,5,2,6,CAPRI,648,M,1,35.00
1454630400,2016,5,2,6,PANTS,1,L,2,49.00
1454630400,2016,5,2,6,PANTS,1,M,1,49.00
1454630400,2016,5,2,6,PANTS,1,M,1,38.50
1454630400,2016,5,2,6,PANTS,1,M,1,38.50
1454630400,2016,5,2,6,PANTS,1,L,2,38.50
1454630400,2016,5,2,6,PANTS,1,1X,1,52.00
1454630400,2016,5,2,6,CAPRI,1,M,1,29.40
1454630400,2016,5,2,6,LONG LEGGING,1,S,1,45.00
1454630400,2016,5,2,6,TANK,1,M,2,28.00
1454630400,2016,5,2,6,TANK,1,S,2,28.00
1454630400,2016,5,2,6,LONG LEGGING,303,S,1,33.99
1454630400,2016,5,2,6,LONG LEGGING,1,L,1,31.50
1454630400,2016,5,2,6,CAPRI,0C3,S,1,42.00
1454630400,2016,5,2,6,CAPRI,48U,S,1,42.00
1454630400,2016,5,2,6,CAPRI,0BZ,S,1,29.40
1454630400,2016,5,2,6,LONG LEGGING,04H,S,1,31.50
1454630400,2016,5,2,6,PANTS,1,M,1,45.00
1454630400,2016,5,2,6,TANK,42H,M,1,11.19
1454630400,2016,5,2,6,S/S TOP,24E,S,1,21.00
1454630400,2016,5,2,6,JACKETS,21E,L,2,45.99
1454630400,2016,5,2,6,JACKETS,21E,M,2,45.99
1454630400,2016,5,2,6,JACKETS,1,S,1,42.00
1454630400,2016,5,2,6,CAPRI,303,M,1,42.00
1454630400,2016,5,2,6,LONG LEGGING,668,XL,1,45.00
1454630400,2016,5,2,6,SPORTBRA CUT AND SEW,143,L,2,40.00
1454630400,2016,5,2,6,SPORTBRA CUT AND SEW,143,M,2,40.00
1454630400,2016,5,2,6,SPORTBRA CUT AND SEW,1,L,3,40.00
1454630400,2016,5,2,6,SPORTBRA CUT AND SEW,1,M,3,40.00
1454630400,2016,5,2,6,LONG LEGGING,1,L,1,45.00
1454630400,2016,5,2,6,PANTS,1,L,1,55.00
1454630400,2016,5,2,6,PANTS,999,L,1,55.00
1454630400,2016,5,2,6,PANTS,1,L,1,42.00
1454889600,2016,8,2,7,LONG LEGGING,1,S,1,26.59
1454889600,2016,8,2,7,LONG LEGGING,1,XS,1,26.59
1454889600,2016,8,2,7,LONG LEGGING,182,S,1,26.59
1454889600,2016,8,2,7,LONG LEGGING,182,S,1,37.99
1454889600,2016,8,2,7,LONG LEGGING,182,XS,1,26.59
1454889600,2016,8,2,7,S/S TOP,194,M,1,28.00
1454889600,2016,8,2,7,JACKETS,1,L,1,51.00
1454889600,2016,8,2,7,JACKETS,648,M,1,51.00
1454889600,2016,8,2,7,LONG LEGGING,1,M,1,35.00
1454889600,2016,8,2,7,LONG LEGGING,1,S,1,50.00
1454889600,2016,8,2,7,PANTS,648,L,1,55.00
1454889600,2016,8,2,7,PANTS,1,L,1,55.00
1454889600,2016,8,2,7,PANTS,1,M,1,38.50
1454889600,2016,8,2,7,PANTS,1,S,1,55.00
1454889600,2016,8,2,7,LONG LEGGING,1,XL,1,35.00
1454889600,2016,8,2,7,LONG LEGGING,805,S,1,14.66
1454889600,2016,8,2,7,LONG LEGGING,1,L,1,28.00
1454889600,2016,8,2,7,LONG LEGGING,1,L,1,28.00
1454889600,2016,8,2,7,LONG LEGGING,1,M,2,28.00
1454889600,2016,8,2,7,LONG LEGGING,1,M,1,28.00
1454889600,2016,8,2,7,LONG LEGGING,1,M,1,28.00
1454889600,2016,8,2,7,LONG LEGGING,1,M,1,28.00
1454889600,2016,8,2,7,LONG LEGGING,1,M,1,28.00
1454889600,2016,8,2,7,LONG LEGGING,1,M,1,28.00
1454889600,2016,8,2,7,LONG LEGGING,1,M,1,28.00
1454889600,2016,8,2,7,LONG LEGGING,1,M,1,28.00
1454889600,2016,8,2,7,LONG LEGGING,1,M,1,28.00
1454889600,2016,8,2,7,LONG LEGGING,1,M,1,28.00
1454889600,2016,8,2,7,LONG LEGGING,1,M,1,28.00
1454889600,2016,8,2,7,LONG LEGGING,1,M,1,28.00
1454889600,2016,8,2,7,LONG LEGGING,1,M,1,28.00
1454889600,2016,8,2,7,LONG LEGGING,1,M,1,28.00
1454889600,2016,8,2,7,LONG LEGGING,1,M,1,28.00
1454889600,2016,8,2,7,LONG LEGGING,1,S,2,28.00
1454889600,2016,8,2,7,LONG LEGGING,1,S,1,28.00
1454889600,2016,8,2,7,LONG LEGGING,1,S,1,28.00
1454889600,2016,8,2,7,LONG LEGGING,1,S,1,28.00
1454889600,2016,8,2,7,LONG LEGGING,1,S,1,28.00
1454889600,2016,8,2,7,LONG LEGGING,1,S,1,28.00
1454889600,2016,8,2,7,LONG LEGGING,1,S,1,28.00
1454889600,2016,8,2,7,LONG LEGGING,1,XL,1,28.00
1454889600,2016,8,2,7,LONG LEGGING,1,XS,1,28.00
1454889600,2016,8,2,7,LONG LEGGING,1,XS,1,28.00
1454889600,2016,8,2,7,LONG LEGGING,648,L,1,28.00
1454889600,2016,8,2,7,LONG LEGGING,648,L,1,28.00
1454889600,2016,8,2,7,LONG LEGGING,648,M,1,28.00
1454889600,2016,8,2,7,LONG LEGGING,648,M,1,28.00
1454889600,2016,8,2,7,LONG LEGGING,648,M,1,28.00
1454889600,2016,8,2,7,LONG LEGGING,648,M,1,28.00
1454889600,2016,8,2,7,LONG LEGGING,648,M,1,28.00
1454889600,2016,8,2,7,LONG LEGGING,648,S,2,28.00
1454889600,2016,8,2,7,LONG LEGGING,648,S,1,28.00
1454889600,2016,8,2,7,LONG LEGGING,648,S,1,28.00
1454889600,2016,8,2,7,CAPRI,1,S,1,50.00
1454889600,2016,8,2,7,CAPRI,1,XL,1,35.00
1454889600,2016,8,2,7,CAPRI,648,L,1,35.00
1454889600,2016,8,2,7,CAPRI,648,XL,1,35.00
1454889600,2016,8,2,7,CAPRI,06W,L,1,50.00
1454889600,2016,8,2,7,CAPRI,06W,M,1,35.00
1454889600,2016,8,2,7,CAPRI,182,L,1,35.00
1454889600,2016,8,2,7,CAPRI,26E,M,1,35.00
1454889600,2016,8,2,7,CAPRI,94C,M,1,37.99
1454889600,2016,8,2,7,CAPRI,1,M,1,35.00
1454889600,2016,8,2,7,CAPRI,1,M,1,35.00
1454889600,2016,8,2,7,CAPRI,1,L,1,25.00
1454889600,2016,8,2,7,CAPRI,1,L,1,50.00
1454889600,2016,8,2,7,LONG LEGGING,1,M,1,50.00
1454889600,2016,8,2,7,LONG LEGGING,1,S,1,35.00
1454889600,2016,8,2,7,LONG LEGGING,1,XL,1,35.00
1454889600,2016,8,2,7,LONG LEGGING,648,S,2,35.00
1454889600,2016,8,2,7,PANTS,1,L,1,70.00
1454889600,2016,8,2,7,PANTS,1,L,1,70.00
1454889600,2016,8,2,7,PANTS,1,M,1,49.00
1454889600,2016,8,2,7,PANTS,1,L,1,38.50
1454889600,2016,8,2,7,PANTS,1,L,1,38.50
1454889600,2016,8,2,7,PANTS,1,M,1,38.50
